Title,Rank,Rating,Reviews,Amenities,RoomFeatures,RoomTypes,Class,Style,Description,Website,Offers,Covid,Location,Cleanliness,Value,Service,Walkscore,Restaurants,Attractions,ImageCount,Price
"West Beach Inn, a Coast Hotel",#50,4.5,741,"['Free parking', 'Free High Speed Internet (WiFi)', 'Pool', 'Free breakfast', 'Baggage storage', 'Newspaper', '24-hour check-in', '24-hour front desk', 'Parking', 'Wifi', 'Hot tub', 'Pool / beach towels', 'Outdoor pool', 'Heated pool', 'Breakfast buffet', 'Vending machine', 'Non-smoking hotel', 'Outdoor furniture', 'Sun terrace', 'Sun umbrellas', 'Laundry service', 'Self-serve laundry']","['Air conditioning', 'Housekeeping', 'Private balcony', 'Safe', 'Bottled water', 'Refrigerator', 'Flatscreen TV', 'Hair dryer']","['Ocean view', 'Non-smoking rooms', 'Suites']",3.0,"['Bay View', 'Marina View']","Across the street from sprawling beaches and scenic Santa Barbara Harbor, the West Beach Inn is the perfect place to explore all that Santa Barbara has to offer. Our central location means many of the city’s best restaurants, bars, and shops are just steps away. Our Mediterranean-style hotel features modern, spacious rooms and plenty of amenities.",0,0,1,4.5,4.5,4.0,4.5,88.0,130.0,68.0,504,179
West Inn & Suites Carlsbad,#51,4.5,"1,318","['Parking', 'Wifi', 'Pool', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Kids stay free', 'Pets Allowed ( Dog / Pet Friendly )', 'Free shuttle or taxi services', 'Hot tub', 'Pool / beach towels', 'Outdoor pool', 'Heated pool', 'Restaurant', 'Breakfast available', 'Breakfast buffet', 'Shuttle bus service', 'Business Center with Internet Access', 'Meeting rooms', 'Convenience store', 'Non-smoking hotel', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Self-serve laundry']","['Air conditioning', 'Room service', 'Safe', 'Iron', 'Microwave', 'Refrigerator', 'Flatscreen TV']","['Non-smoking rooms', 'Suites', 'Family rooms']",3.0,"['Green', 'Charming']","Next to the pristine beaches of Carlsbad and minutes from attractions such as LEGOLAND, the Museum of Making Music, lagoons and outlet shopping, our boutique-style hotel offers 86 rooms including 36 suites. All rooms include one or two king sized beds, business class high-speed Wi-Fi, 40"" flat screen televisions, refrigerator stocked with two welcome waters upon arrival, microwave, hairdryer, iron/ironing board and full hot buffet breakfast. For relaxation, enjoy a soak in our whirlpool or swim a few laps in our heated swimming pool. Enjoy our nightly cookies and milk reception at bedtime. Let our local shuttle service (within five miles of the hotel) take your mind off gathering directions while our concierge team plan your next move.",1,1,1,4.5,5.0,4.5,5.0,38.0,541.0,100.0,268,119
Chancellor Hotel on Union Square,#52,4.5,"5,811","['Valet parking', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Taxi service', 'Business Center with Internet Access', 'Meeting rooms', '24-hour security', 'Paid private parking nearby', 'Wifi', 'Restaurant', 'Breakfast available', 'Baggage storage', 'Newspaper', 'Non-smoking hotel', 'ATM on site', 'Umbrella', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service']","['Housekeeping', 'Safe', 'Laptop safe', 'Wake-up service / alarm clock', 'Refrigerator', 'Flatscreen TV', 'Hair dryer']","['Non-smoking rooms', 'Suites']",3.0,"['Centrally Located', 'Mid-range']","The BEST LOCATION at the BEST PRICE...The Chancellor Hotel on Union Square is a historical, boutique hotel located in the heart of San Francisco where the Cable Car stops at the doorstep.  Experience the best service and thoughtful amenities while being surrounded by world class shopping, dining and theaters. From Union Square, ride the Powell Street Cable Car over Nob Hill, past Chinatown and North Beach, to Fisherman's Wharf.",0,0,1,5.0,4.5,4.5,4.5,100.0,338.0,150.0,"1,644",161
Juniper Springs Resort,#53,4.0,"1,280","['Free parking', 'Free internet', 'Pool', 'Fitness Center with Gym / Workout Room', 'Vending machine', 'Boating', 'Game room', 'Books, DVDs, music for children', 'Parking garage', 'Wifi', 'Hot tub', 'Pool / beach towels', 'Outdoor pool', 'Heated pool', 'Hiking', 'Horseback riding', 'Ski rentals', 'Ski school', 'Skiing', 'Bowling offsite', 'Canoeing offsite', 'Fishing', 'Walking tours', 'Board games / puzzles', 'Free shuttle or taxi services', 'Airport transportation', 'Shuttle bus service', 'Business Center with Internet Access', 'Conference facilities', 'Meeting rooms', 'Ski In / Ski Out', 'BBQ facilities', 'Baggage storage', 'Convenience store', 'Gift shop', 'Non-smoking hotel', 'Outdoor fireplace', 'Outdoor furniture', '24-hour front desk', 'Self-serve laundry']","['Bathrobes', 'Desk', 'Dining area', 'Fireplace', 'Coffee / tea maker', 'Cable / satellite TV', 'Sofa bed', 'Bath / shower', 'Housekeeping', 'Private balcony', 'Seating area', 'Sofa', 'Telephone', 'Wardrobe / closet', 'Iron', 'Private bathrooms', 'Kitchenette', 'Dishwasher', 'Microwave', 'Oven', 'Refrigerator', 'Stovetop', 'Kitchenware', 'Flatscreen TV', 'Radio', 'Hair dryer']","['Non-smoking rooms', 'Suites', 'Family rooms']",3.0,"['Mountain View', 'Great View']","Have the Mountains at your Front Door. Juniper Springs Lodge, Sunstone and Eagle Run make up Mammoth's premier ski-in/ski-out resort. Located at Eagle Lodge and Eagle Express chairlift, these studio to three bedroom condos and townhomes offer an alpine getaway that is ideal for families. You'll also have access to two heated swimming pools, six outdoor heated hot tub spas and many more resort amenities. Our mountain resort is located above 8,000 feet and we historically experience mild summer temperatures. Because of our cool summers, our hotel and rooms are not equipped with air conditioning.",1,0,1,4.5,4.0,4.0,4.0,,,,889,209
Monterey Bay Inn,#54,4.5,"1,838","['Electric vehicle charging station', 'Free High Speed Internet (WiFi)', 'Hot tub', 'Free breakfast', 'Beach', 'Business Center with Internet Access', 'Massage', 'Newspaper', 'Paid private parking on-site', 'Parking garage', 'Wifi', 'Breakfast in the room', 'Non-smoking hotel', '24-hour front desk', 'Dry cleaning']","['Housekeeping', 'Private balcony', 'Safe', 'Telephone', 'Iron', 'Minibar', 'Refrigerator', 'Flatscreen TV', 'Wake-up service / alarm clock']","['Ocean view', 'Non-smoking rooms', 'Family rooms']",3.0,"['Marina View', 'Ocean View']","The inviting Monterey Bay Inn sits high above the tides at its magnificent site on the Monterey Bay National Marine Sanctuary. Your private balcony provides a ringside seat to the ever-changing show-the delightful wonders of one of the world's richest marine regions. The Inn's 49 rooms, most with stunning ocean views, include a balcony, mini-refrigerator, king size bed, flat screen TV, Keurig coffee maker, CD and DVD player, usb charging ports, bath robes, hair dryer, and wireless internet connection. Two outdoor hot tubs, and a fire pit on the terrace complement your stay, as does the convenient parking. Complimentary continental breakfast is delivered to your room each morning.",1,0,1,5.0,4.5,4.0,4.5,90.0,29.0,11.0,934,184
Inn by the Harbor,#55,4.5,902,"['Free parking', 'Free High Speed Internet (WiFi)', 'Pool', 'Fitness Center with Gym / Workout Room', 'Free breakfast', 'Bicycles available', 'Board games / puzzles', 'Books, DVDs, music for children', 'Electric vehicle charging station', 'Parking', 'Wifi', 'Hot tub', 'Pool / beach towels', 'Outdoor pool', 'Heated pool', 'Fence around pool', 'Complimentary welcome drink', 'Vending machine', 'Business Center with Internet Access', 'Massage', 'Baggage storage', 'Non-smoking hotel', '24-hour front desk', 'Laundry service', 'Self-serve laundry']","['Air conditioning', 'Housekeeping', 'Safe', 'Microwave', 'Refrigerator', 'Flatscreen TV', 'Hair dryer']",['Non-smoking rooms'],3.0,"['Mid-range', 'Green']","Nestled among tropical gardens beneath the swaying palms, the Inn by the Harbor is an enchanting Santa Barbara hotel and resort escape. Built in the Spanish Colonial tradition, the white adobe inn features red tile roofs, inlaid tile staircases, wrought iron embellishments, and a heated pool. The Inn is just a short walk from Santa Barbara's golden beaches, yacht harbor, and oceanfront restaurants. The guest rooms at our Santa Barbara hotel and retreat are decorated with Spanish Mediterranean style furnishings. Many also feature full kitchens, which make them ideal for vacations and extended stay lodging. The Inn by the Harbor hotel is within walking distance of many Santa Barbara attractions including West Beach and the beachfront bike path, the yacht harbor, Stearns Wharf, and the vibrant shops and cafes lining State Street. Golf courses, wineries, and the Santa Barbara Mission are all just minutes away.",1,0,1,4.0,4.5,4.0,4.5,89.0,164.0,79.0,333,199
Courtyard by Marriott Sacramento Cal Expo,#56,4.5,556,"['Free parking', 'Free High Speed Internet (WiFi)', 'Pool', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Bowling offsite', 'Tennis court offsite', 'Kids stay free', 'Parking', 'Wifi', 'Paid wifi', 'Hot tub', 'Pool / beach towels', 'Outdoor pool', 'Heated pool', 'Coffee shop', 'Restaurant', 'Breakfast available', 'Complimentary instant cofffee', 'Complimentary tea', 'Happy hour', 'Snack bar', 'Wine / champagne', 'Vending machine', 'Car hire', 'Business Center with Internet Access', 'Conference facilities', 'Banquet room', 'Meeting rooms', 'Salon', 'BBQ facilities', 'Baggage storage', 'Convenience store', 'Currency exchange', 'Gift shop', 'Non-smoking hotel', 'Outdoor fireplace', 'Outdoor furniture', 'Picnic area', 'Shared lounge / TV area', 'Sun loungers / beach chairs', 'ATM on site', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service', 'Self-serve laundry']","['Blackout curtains', 'Air conditioning', 'Desk', 'Housekeeping', 'Coffee / tea maker', 'Cable / satellite TV', 'Sofa bed', 'Bath / shower', 'Room service', 'Seating area', 'Separate living room', 'Sofa', 'Telephone', 'Wardrobe / closet', 'Clothes rack', 'Iron', 'Private bathrooms', 'Wake-up service / alarm clock', 'Refrigerator', 'Flatscreen TV', 'Radio', 'iPod docking station', 'Complimentary toiletries', 'Hair dryer']","['Non-smoking rooms', 'Suites', 'Family rooms']",3.0,"['Value', 'Green']","Comfort, style and convenience beautifully come together at Courtyard Sacramento Cal Expo. Located 13 miles from Sacramento International Airport, our hotel offers easy access to major area attractions such as the Golden 1 Center, California State Capitol, Arden Fair Mall, downtown and Old Sacramento. Unwind in our modern rooms featuring luxury bedding, complimentary high-speed Wi-Fi, flat-screen TVs and ergonomic workstations. When hunger strikes, head to The Bistro, our restaurant serving delicious American fare for breakfast and dinner. Relax with a Starbucks® beverage during the day and grab a cocktail from our lobby bar in the evening. During downtime, fit in a workout at our 24-hour fitness center featuring cardio equipment and free weights, plus an outdoor pool. If you'll be hosting a business or social function during your stay, reserve one of our six event spaces. Whether you're visiting California for work or leisure, you'll enjoy a successful getaway at Courtyard Sacramento Cal Expo.",1,1,1,4.0,4.5,4.5,4.5,,,,128,111
Tamarack Lodge and Resort,#57,4.5,559,"['Free parking', 'Free internet', 'Bar / lounge', 'Bicycle rental', 'Canoeing', 'Pets Allowed ( Dog / Pet Friendly )', 'Airport transportation', 'Business Center with Internet Access', 'Parking', 'Wifi', 'Restaurant', 'Complimentary instant cofffee', 'Complimentary tea', 'Hiking', 'Horseback riding', 'Ski rentals', 'Skiing', 'Fishing', 'Walking tours', 'Shuttle bus service', 'BBQ facilities', 'Baggage storage', 'Non-smoking hotel', 'Shared lounge / TV area']","['Telephone', 'Wardrobe / closet', 'Wake-up service / alarm clock', 'Coffee / tea maker', 'Kitchenette', 'Hair dryer']","['Non-smoking rooms', 'Family rooms']",3.0,"['Historic Hotel', 'Great View']","Perched on the shore of Twin Lakes and steeped in rustic charm, historic Tamarack Lodge is Mammoth’s most secluded resort. Enjoy the outdoor adventures just beyond your doorstep and take a rejuvenating break from the modern world in pure comfort. Stay in one of our historic lodge rooms or in a lakeside cabin. Enjoy free breakfast, located on-site. Our mountain resort is located above 9,000 feet and we historically experience mild summer temperatures. Because of our cool summers, our hotel and rooms are not equipped with air conditioning. Dogs are welcome in cabins only for an additional fee. Enjoy your stay in Mammoth Lakes!",1,0,1,4.5,4.0,3.5,4.5,,,,657,129
Apple Farm Inn,#58,4.5,"1,754","['Free parking', 'Free High Speed Internet (WiFi)', 'Pool', 'Vending machine', 'Board games / puzzles', 'Banquet room', 'Meeting rooms', 'Baggage storage', 'Wifi', 'Hot tub', 'Pool / beach towels', 'Outdoor pool', 'Heated pool', 'Shallow end in pool', 'Fence around pool', 'Non-smoking hotel', 'Outdoor furniture', 'Picnic area', 'Sun loungers / beach chairs', '24-hour front desk', 'Dry cleaning', 'Laundry service']","['Air conditioning', 'Fireplace', 'Housekeeping', 'Safe', 'Refrigerator', 'Flatscreen TV', 'Complimentary toiletries', 'Hair dryer', 'Seating area', 'Iron', 'Wake-up service / alarm clock']","['Non-smoking rooms', 'Family rooms']",3.0,"['Quiet', 'Green']",The Apple Farm Inn is located near downtown San Luis Obispo and very close to Cal Poly San Luis Obispo. All the rooms have fireplaces and complimentary wireless internet access. It is centrally located for exploring the Central Coast with wineries and beaches no more than 10-15 miles away.,0,0,0,4.5,4.5,4.0,4.5,68.0,33.0,9.0,723,119
Spindrift Inn,#59,4.5,"2,187","['Valet parking', 'Free High Speed Internet (WiFi)', 'Free breakfast', 'Beach', 'Bicycle rental', 'Business Center with Internet Access', 'Massage', 'Rooftop terrace', 'Wifi', 'Breakfast in the room', 'Baggage storage', 'Concierge', 'Newspaper', 'Non-smoking hotel', '24-hour front desk', 'Dry cleaning']","['Fireplace', 'Housekeeping', 'Room service', 'Safe', 'Telephone', 'Minibar', 'Refrigerator', 'Flatscreen TV', 'Iron', 'Wake-up service / alarm clock']","['Ocean view', 'Non-smoking rooms']",4.0,"['Great View', 'Bay View']","In the heart of Cannery Row, directly on the beach, Spindrift Inn offers an atmosphere of romance, elegance and gracious hospitality. The Inn's distinctive two-story lobby, with its hand-tiled floors, Oriental carpets, charming antiques, original art, and wood-burning fireplace, invites quiet conversation or private reflection. The 45 comfortable, luxurious rooms-half with breathtaking ocean views-are uniquely decorated and include wood-burning fireplaces, down comforters, feather beds, honor bars, TVs, CD & DVD players, wireless internet connection, marble baths and window seats or private balconies. Complimentary silver-tray continental breakfast is served in-room, & an afternoon wine and cheese reception is held daily. Valet parking is available.",1,0,1,5.0,5.0,4.5,4.5,100.0,64.0,38.0,"1,132",169
Inn at Avila Beach,#60,4.5,694,"['Free parking', 'Free High Speed Internet (WiFi)', 'Rooftop bar', 'Beach', 'Bicycle rental', 'Books, DVDs, music for children', 'Meeting rooms', 'Couples massage', 'Parking garage', 'Wifi', 'Breakfast available', 'Outdoor dining area', 'Bicycles available', 'Patio', 'Board games / puzzles', 'Massage', 'Rooftop terrace', '24-hour security', 'BBQ facilities', 'Baggage storage', 'Non-smoking hotel', 'Shared lounge / TV area', 'Sun deck', 'Sun loungers / beach chairs', 'First aid kit', '24-hour check-in', '24-hour front desk', 'Self-serve laundry']","['Bathrobes', 'Fireplace', 'Private balcony', 'Bottled water', 'Tile / marble floor', 'Microwave', 'Cable / satellite TV', 'Walk-in shower', 'Refrigerator', 'Flatscreen TV', 'Bath / shower', 'Complimentary toiletries']","['Ocean view', 'Non-smoking rooms', 'Suites']",3.0,"['Great View', 'Centrally Located']","Welcome to the Inn at Avila Beach, your all inclusive oceanfront hotel! The Inn at Avila offers so much more than just room. Every night we end the day with our 8pm pie reception with homemade baked pie and ice cream. At the top of the hour, guests enjoy access to our rooftop coffee house for breakfast. All your favorite espresso drinks, croissants, egg dishes and our famous cinnamon rolls. We have your beach day covered with a variety of items already at the hotel including complimentary beach cruisers, umbrellas, and beach chairs! Finish your day with a freezer filled with ice cream and popsicles, or start your day, we won't judge. All of this and so much more is included, along with the best ocean view on the Central Coast of California.",1,0,1,5.0,4.0,4.0,4.5,77.0,16.0,13.0,492,167
"The Hoxton, Downtown LA",#61,5.0,422,"['Valet parking', 'Free High Speed Internet (WiFi)', 'Pool', 'Bar / lounge', 'Bicycle rental', 'Bicycles available', ""Children's television networks"", 'Highchairs available', 'Paid private parking nearby', 'Wifi', 'Pool / beach towels', 'Rooftop pool', 'Pool with view', 'Outdoor pool', 'Heated pool', 'Shallow end in pool', 'Fence around pool', 'Coffee shop', 'Restaurant', 'Breakfast available', 'Breakfast in the room', 'Complimentary instant cofffee', 'Complimentary tea', 'Happy hour', 'Outdoor dining area', 'Special diet menus', 'Wine / champagne', 'Poolside bar', 'Rooftop bar', 'Patio', 'Walking tours', 'Board games / puzzles', 'Pets Allowed ( Dog / Pet Friendly )', 'Taxi service', 'Business Center with Internet Access', 'Conference facilities', 'Meeting rooms', 'Rooftop terrace', '24-hour security', 'Baggage storage', 'Concierge', 'Convenience store', 'Gift shop', 'Newspaper', 'Non-smoking hotel', 'Outdoor furniture', 'Sun deck', 'Sun loungers / beach chairs', 'Sun terrace', 'Sun umbrellas', 'Doorperson', 'First aid kit', 'Umbrella', '24-hour check-in', '24-hour front desk', 'Express check-in / check-out', 'Private check-in / check-out', 'Dry cleaning', 'Laundry service', 'Ironing service']","['Allergy-free room', 'Blackout curtains', 'Air conditioning', 'Housekeeping', 'Interconnected rooms available', 'Coffee / tea maker', 'Cable / satellite TV', 'Walk-in shower', 'Air purifier', 'Room service', 'Safe', 'Seating area', 'Telephone', 'VIP room facilities', 'Wardrobe / closet', 'Bottled water', 'Clothes rack', 'Iron', 'Laptop safe', 'Private bathrooms', 'Tile / marble floor', 'Wake-up service / alarm clock', 'Refrigerator', 'Electric kettle', 'Flatscreen TV', 'Radio', 'iPod docking station', 'Bath / shower', 'Complimentary toiletries', 'Hair dryer']","['Mountain view', 'City view', 'Landmark view', 'Non-smoking rooms', 'Suites']",,,"The Hoxton is a series of open house hotels with everything you need, and nothing you don't. We're inspired by the diversity and originality of the streets and scenes that surround us, born out of a singular purpose to make every neighborhood we are in a better place to be. We're located in the heart of Downtown LA with amazing views of the old theatres and stores along Broadway. The Hoxton is housed in the historic Los Angeles Transit Building, originally completed in 1922 by the Los Angeles Railway Corporation. The gorgeous Beaux Arts building has been fully restored with a rooftop bar and pool, restaurants, bars, coffee shop, meeting spaces and 174 comfy bedrooms.",0,0,0,4.5,5.0,4.5,5.0,99.0,98.0,21.0,307,169
Santa Monica Proper Hotel,#62,4.5,407,"['Electric vehicle charging station', 'Free High Speed Internet (WiFi)', 'Pool', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Bicycle rental', 'Babysitting', 'Pets Allowed ( Dog / Pet Friendly )', 'Valet parking', 'Paid private parking on-site', 'Wifi', 'Pool / beach towels', 'Rooftop pool', 'Pool with view', 'Outdoor pool', 'Heated pool', 'Saltwater pool', 'Yoga classes', 'Fitness classes', 'Restaurant', 'Breakfast available', 'Rooftop bar', 'Business Center with Internet Access', 'Conference facilities', 'Banquet room', 'Meeting rooms', 'Spa', 'Rooftop terrace', '24-hour security', 'Baggage storage', 'Concierge', 'Non-smoking hotel', 'Sun terrace', '24-hour check-in', '24-hour front desk', 'Dry cleaning', 'Laundry service']","['Allergy-free room', 'Blackout curtains', 'Air conditioning', 'Housekeeping', 'Room service', 'Minibar', 'Cable / satellite TV', 'Bath / shower', 'Bathrobes', 'Safe', 'Sofa', 'Telephone', 'Wardrobe / closet', 'Bottled water', 'Laptop safe', 'Wake-up service / alarm clock', 'Flatscreen TV', 'Complimentary toiletries', 'Hair dryer']","['Non-smoking rooms', 'Suites', 'Family rooms']",4.5,,"Santa Monica Proper introduces a looser kind of luxury to Santa Monica. Here, within walking distance to the beach, each of the 271 rooms, suites and spaces successfully optimize the city’s abundant ocean breezes and natural light, while the interior design finds inspiration in the organic tones and textures of the local coastline. Santa Monica Proper beckons guests with the only rooftop pool deck on the Westside, complete with Balearic restaurant, bar, and cabanas, where guests are front-row for sunsets over the Pacific; meanwhile, the landmark restaurant, Onda (opening September), marks an iconic collaboration between James Beard award-winning chefs Jessica Koslow and Gabriela Camara. With an emphasis on Eastern inspired wellness, the hotel’s Surya Spa (opening this winter), offers custom-designed Ayurvedic programs supporting physical, mental and spiritual health. Anything less just wouldn't be Proper.",1,1,1,4.5,5.0,4.5,4.5,98.0,63.0,11.0,309,549
Harbor Court Hotel,#63,4.5,"2,040","['Paid private parking on-site', 'Wifi', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Bicycles available', 'Evening entertainment', 'Pets Allowed ( Dog / Pet Friendly )', '24-hour security', 'Parking', 'Restaurant', 'Breakfast in the room', 'Baggage storage', 'Concierge', 'Newspaper', 'Non-smoking hotel', '24-hour front desk', 'Dry cleaning', 'Laundry service']","['Allergy-free room', 'Air conditioning', 'Housekeeping', 'Room service', 'Safe', 'Telephone', 'Minibar', 'Flatscreen TV', 'Iron', 'Wake-up service / alarm clock']","['Ocean view', 'Non-smoking rooms', 'Suites', 'Family rooms']",4.0,"['Marina View', 'Ocean View']","The Harbor Court Hotel, a stunning boutique hotel on the San Francisco waterfront, features unobstructed views of the bay, the Bay Bridge, and Treasure Island. The spectacular location is complemented by the hotel's luxurious and stylishly designed rooms. Adjacent to a state-of-the-art YMCA (open to guests), the Harbor Court Hotel is within easy walking of the Ferry Building Marketplace, the Financial District, AT&T Park, the Moscone Convention Center, Union Square, and North Beach. Mobility accessible rooms available upon request comply with Accessibility Rules.",0,0,1,4.5,4.5,4.0,4.5,100.0,158.0,37.0,768,143
Petit Ermitage,#64,4.5,"1,448","['Paid private parking nearby', 'Free High Speed Internet (WiFi)', 'Pool', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Pets Allowed ( Dog / Pet Friendly )', 'Rooftop terrace', '24-hour security', 'Secured parking', 'Wifi', 'Pool / beach towels', 'Rooftop pool', 'Pool with view', 'Outdoor pool', 'Heated pool', 'Restaurant', 'Breakfast available', 'Breakfast in the room', 'Outdoor dining area', 'Poolside bar', 'Rooftop bar', 'Baggage storage', 'Concierge', 'Outdoor fireplace', 'Outdoor furniture', 'Sun deck', 'Sun loungers / beach chairs', 'Sun terrace', 'Sun umbrellas', 'ATM on site', 'First aid kit', 'Umbrella', '24-hour check-in', '24-hour front desk', 'Dry cleaning', 'Laundry service']","['Bathrobes', 'Air conditioning', 'Fireplace', 'Housekeeping', 'Interconnected rooms available', 'Minibar', 'Refrigerator', 'Flatscreen TV', 'Private balcony', 'Room service', 'Safe', 'Bottled water', 'Iron', 'Private bathrooms', 'Wake-up service / alarm clock', 'iPod docking station']","['Non-smoking rooms', 'Suites']",4.0,"['Hidden Gem', 'Boutique']","Fashioned after a private pied-a-terre, Petit Ermitage offers guests an intimate sanctuary in which to take refuge from the bustling city of Los Angeles. Nestled on a quiet street in West Hollywood, but located just steps from the Sunset Strip, Petit features an extensive art collection, eclectic European antiques, custom-crafted mattresses, 618 thread count sheets, in-room fireplaces, balconies and hand-woven Turkish carpets. The Private Rooftop - replete with native gardens, a salt water pool, cabanas, an outdoor sunken fireplace and 360 degree views of the Hollywood Hills - is considered one of the premiere dining spaces in LA.",1,0,1,4.5,4.5,4.0,4.5,100.0,80.0,18.0,806,299
DoubleTree by Hilton Hotel Irvine - Spectrum,#65,4.5,804,"['Paid public parking on-site', 'Free internet', 'Pool', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Bowling offsite', 'Canoeing offsite', 'Highchairs available', 'Parking', 'Wifi', 'Paid internet', 'Hot tub', 'Pool / beach towels', 'Outdoor pool', 'Heated pool', 'Coffee shop', 'Restaurant', 'Breakfast available', 'Happy hour', ""Kids' meals"", 'Outdoor dining area', 'Tennis court offsite', 'Free airport transportation', 'Free shuttle or taxi services', 'Airport transportation', 'Shuttle bus service', 'Business Center with Internet Access', 'Conference facilities', 'Banquet room', 'Meeting rooms', '24-hour security', 'Baggage storage', 'Convenience store', 'Non-smoking hotel', 'ATM on site', 'First aid kit', 'Umbrella', '24-hour front desk', 'Clothes dryer', 'Self-serve laundry', 'Washing machine']","['Blackout curtains', 'Air conditioning', 'Desk', 'Room service', 'Safe', 'Coffee / tea maker', 'Cable / satellite TV', 'Walk-in shower', 'Telephone', 'Wardrobe / closet', 'Iron', 'Laptop safe', 'Private bathrooms', 'Tile / marble floor', 'Wake-up service / alarm clock', 'Refrigerator', 'Flatscreen TV', 'iPod docking station', 'Complimentary toiletries', 'Hair dryer']","['Non-smoking rooms', 'Family rooms']",3.0,"['Green', 'Mid-range']","The DoubleTree by Hilton Irvine Spectrum is conveniently located in the heart of Orange County's Technology Hub. Only 10 minutes from the John Wayne Orange County Airport (SNA), the hotel is easily accessible from I-5 (Santa Ana Freeway), I-405 (San Diego Freeway) and Hwy 133 (Laguna Freeway). As the gateway to many Orange County attractions, we are a half-mile from the Irvine Spectrum Center and the closest hotel to the new FivePoint Amphitheater. Our hotel is 15 minutes from Laguna Beach, 20 minutes from Disneyland and less than one hour from Los Angeles and San Diego. The DoubleTree by Hilton Irvine Spectrum offers 252 guest rooms with many features. All guest rooms feature 50-inch televisions, refrigerator, in-room safes, iron and ironing board, hair dryer, in-room coffeemaker, and internet access. On-property dining options include 90 Pacifica Restaurant, serving breakfast, lunch and dinner, and 90 Pacifica Wine Bar for casual fare and beverages.",1,1,1,4.5,4.5,4.5,4.5,57.0,42.0,4.0,150,144
Kimpton Sawyer Hotel,#66,4.5,437,"['Valet parking', 'Free High Speed Internet (WiFi)', 'Pool', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Bicycle rental', 'Bicycles available', 'Children Activities (Kid / Family Friendly)', 'Paid private parking on-site', 'Wifi', 'Hot tub', 'Pool / beach towels', 'Rooftop pool', 'Outdoor pool', 'Heated pool', 'Restaurant', 'Wine / champagne', 'Poolside bar', 'Bowling', 'Pets Allowed ( Dog / Pet Friendly )', 'Business Center with Internet Access', 'Conference facilities', 'Banquet room', 'Meeting rooms', 'Massage', 'Baggage storage', 'Concierge', 'Newspaper', 'Non-smoking hotel', 'Outdoor furniture', 'Shared lounge / TV area', '24-hour front desk', 'Dry cleaning', 'Laundry service']","['Allergy-free room', 'Bathrobes', 'Air conditioning', 'Housekeeping', 'Room service', 'VIP room facilities', 'Minibar', 'Flatscreen TV', 'Iron']","['Non-smoking rooms', 'Suites']",3.0,"['Trendy', 'Business']","Located next to the new Golden 1 Center and nested among a variety of shops and restaurants, The Kimpton Sawyer Hotel brings an entirely new level of sophistication and exclusivity to Downtown Sacramento. With a 3rd floor pool deck overlooking the Golden One Center, the lounge Revival at the Sawyer is a hangout for concerts, sporting events and merely a place to socialize and have crafted cocktails. The guestrooms were designed with the wood work of California oak and comforting shades of gray and Nevada brown, each with expansive views of the busy downtown Sacramento.",1,0,1,4.5,5.0,4.5,4.5,100.0,104.0,26.0,364,269
Pendry West Hollywood,#67,5.0,120,"['Free High Speed Internet (WiFi)', 'Pool', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Pets Allowed ( Dog / Pet Friendly )', 'Spa', 'Concierge', 'Sun terrace', 'Wifi', 'Rooftop pool', 'Restaurant', 'Doorperson', '24-hour front desk', 'Dry cleaning', 'Laundry service']","['Air conditioning', 'Room service', 'Minibar']","['Non-smoking rooms', 'Suites']",5.0,,"Pendry West Hollywood embraces the best of California modernism and glamorous life in the Hollywood Hills. This storied location lies at the heart of LA’s rich film, music and cultural history — and pulses with an energy all its own. With a fresh take on modern luxury, Pendry West Hollywood elevates the Sunset Strip to a new level of sophistication.",1,1,0,5.0,5.0,4.5,5.0,92.0,45.0,12.0,52,405
