username,contributions,location,staydate,triptype,reviewdate,overallrating,revtitle,reviewtext,roomtip,value,service,sleepquality,locationrev,rooms,cleanliness,responder,responderposition,responsedate,response,helpful
Heather,312,"Louisville, Kentucky",2021-10-31,SOLO,2021-11-06,4,Close to Hollywood & Highland ,"The gentleman at the front desk was very friendly. Parking is gated which was a plus and costs $26 a day. The room was outdated with visible issues (see pics), but nothing that interfered with the stay, and the mattress was very hard. The location is about 12 minutes from Hollywood & Highland. ",,,,,,,,Gisel Miller,General Manager,2021-11-22,"Dear Guest,

Thank you for taking the time to share your feedback. We hope to welcome you back to our hotel very soon!

Sincerely,

Gisel Miller 
Hollywood Hotel 
Front Desk Manager ",155
Wilfrido L,1,,2021-11-30,FAMILY,2021-11-06,5,Customer service at its finest,"Coming in from a delayed flight, regulations that make you want to stay at home, it’s was amazing to come to welcoming arms and smile. Pil was absolutely wonderful during our stay. Very helpful and informative and knows the hotel very well. Great stay and best staff l.",,,,,,,,Gisel Miller,General Manager,2021-11-22,"Dear Guest,

Thank you for taking the time to share your feedback. We hope to welcome you back to our hotel very soon!

Sincerely,

Gisel Miller 
Hollywood Hotel 
Front Desk Manager ",0
Fabby O,1,,2021-11-30,NONE,2021-11-06,5,Great Stay,"Awesome place, clean centered to everything. Nelson G was super helpful and nice, he answered all our questions and even suggested places to visit here in Hollywood, would definitely stay here again. Also secure parking was a plus.",Secure Parking,5.0,5.0,,,,4.0,,,,,0
Kassandra Y,1,,2021-11-30,FRIENDS,2021-11-06,5,fifth stay,"had a perfect stay and pil made our reservation as easy as possible! would definitely recommend! super clean hotel and overlooked an amazing view! pool gym and sauna were definitely an amazing plus :) overall amazing stay, definitely coming back soon",,,,,,,,,,,,0
Tim B,1,,2021-10-31,NONE,2021-11-03,5,Fantastic!,"The room was spacious, clean & comfortable. Bed felt like heaven. Plus, It's a perfect location to all the attractions within Hollywood. Would definitely stay here again on my next trip to Los Angeles. Only downside was the Restaurant & Bar not open. I was given great options near by from Nelson G. Hope to come back soon!",Courtyard rooms!,4.0,5.0,,,5.0,,Gisel Miller,General Manager,2021-11-22,"Dear Guest,

Thank you for taking the time to share your feedback. We hope to welcome you back to our hotel very soon!

Sincerely,

Gisel Miller 
Hollywood Hotel 
Front Desk Manager ",0
Cindy W,662,"New York City, New York",2021-10-31,COUPLES,2021-11-02,3,Keep your visit to 1 night only,"There is a reason why this hotel is reasonably priced…but I am not sure why it is ranked so high.

We were here for 2 nights to celebrate our anniversary and Halloween. But the hotel didn’t acknowledge our anniversary note during check-in. The process also took a while and the front desk made a copy of our IDs. Why was that necessary given that the room was prepaid??

Also, the staff wasn’t wearing masks while LA has the indoor mask policy.

I had to sanitize my ID before putting it back into my wallet.

Our room was small….but it was charming with a balcony overlooking the courtyard. The bathroom was dated and the tiles looked really sad. The room was lacking charging outlets and there wasn’t any working space as the TV took about half of the desk. 

The floor underneath the shelves were dirty and dusty. There were also dents and chips on the wall and the bathroom door. The floor overall was dirty too since my barefoot got dirty after walking on it.

The hotel is huge…with an outdoor pool and a very small gym. There is a sauna that I didn’t get to visit, but you need to reserve it with the front desk during COVID. The ATM didn’t work and the elevator takes a while to arrive.

Here is a tip, skip the expensive parking fee. Meters are free after 8pm on Saturday until 8am Monday morning.",Park at the meter on the weekend for free,,,,,,,,,,,276
Kristen K,1,,2021-10-31,NONE,2021-11-02,4,Clean and convenient,"Hollywood hotel was clean and convenient, with safe parking (fee). Thanks to Dena for help at the main desk! As others have noted, the restaurant was closed, but we were able to walk for coffee in the AM. There were plenty of places to relax outside (courtyard and by the pool).",,,4.0,,4.0,4.0,,,,,,0
Stephanie P,1,,2021-11-30,FAMILY,2021-11-01,5,Star treatment!,Ivan and the entire staff made my visit so wonderful! They could not possibly have done a better job of helping me find my way around. I definitely recommend Hollywood Hotel for anyone who wants to enjoy themselves in a lovely location.,,,,,,,,Gisel Miller,General Manager,2021-11-22,"Dear Guest,

Thank you for taking the time to share your feedback. We hope to welcome you back to our hotel very soon!

Sincerely,

Gisel Miller 
Hollywood Hotel 
Front Desk Manager ",0
Melinda W,10,,2021-10-31,BUSINESS,2021-10-31,2,"I don't know what everyone is talking about!  There was no restaurant,  bar or breakfast,  just lousy vending machines!","I thought reading reviews would give me a better idea of what to expect than the website, but I feel tricked!  I looked at photos to confirm we were talking about the same place.   We stayed last week and the unfriendly staff seemed irritated when we inquired about the breakfast.   ""We told you (and they had when we had the audacity to inquire about dinner) there is no restaurant here.""  We were there for medical reasons so the onsight dining was something I was specifically looking for.   It was a frustrating and disappointing experience so I wanted to warn others.",,,,,,,,,,,,0
Kelly G,2,,2021-10-31,COUPLES,2021-10-31,5,Hollywood Hotel was nice,"Staff welcomed us once we walked into the Lobby, everyone who worked there was helpful, the pool area was clean with nice lounge chairs surrounded by palm trees. Location is not ideal if going to West Hollywood but we discovered the subway line is across the street from this hotel to get to the Hollywood Bowl and Sunset strip area which made it easier to get around town without uber.",,,,,,,,Gisel Miller,General Manager,2021-11-22,"Dear Guest,

Thank you for your TripAdvisor review. I am delighted to hear what a wonderful time you had during your recent stay with us and I hope to have the pleasure of welcoming you back to visit us at Hollywood Hotel again soon! 

Gisel Miller 
Hollywood Hotel
Front Office Manager",0
Vero A,1,,2021-10-31,COUPLES,2021-10-30,5,Hollywood,"A no frills, chill place. We were always greeded by Nelson working the desk. Hotel is well located within walking distance to places to eat 😁. Located away from the main Hollywood strip but close enough.",,,,,,,,Gisel Miller,General Manager,2021-11-22,"Dear Guest,

Thank you for your TripAdvisor review. I am delighted to hear what a wonderful time you had during your recent stay with us and I hope to have the pleasure of welcoming you back to visit us at Hollywood Hotel again soon! 

Gisel Miller 
Hollywood Hotel
Front Office Manager",0
Abe M.,3,"San Diego, California",2021-10-31,COUPLES,2021-10-25,5,Anniversary ,"Came for our anniversary and had fabulous experience. Ivan at  the front desk made reservations for dinner and then cocktails after and on top of that, was able to get us tickets to an art show. He definitely knows how to go above and beyond. We will be back. ",Pay for parking. ,,,,,,,Gisel Miller,General Manager,2021-10-25,"Dear Guest

Thank you for taking the time to provide us with your review of our Hotel! We are thrilled to hear that you enjoyed your stay with us!

Please reach out to us at any time should you need anything at all. It will remain our top priority to ensure your fullest satisfaction. 

Sincerely, 

Gisel Miller 
Hollywood Hotel
Front Office Manager
",0
James K,1,"Los Angeles, California",2021-10-31,BUSINESS,2021-10-23,5,Superb service from Pil,I was staying in Hollywood for a trip and Pil provided amazing service. He took care of everything I needed during my trip and provided excellent customer service. I will stay here every time I travel into LA and recommend this hotel to everyone I know. Absolutely 5 star service.,,,,,,,,Gisel Miller,General Manager,2021-10-25,"Dear Guest

Thank you for taking the time to provide us with your review of our Hotel! We are thrilled to hear that you enjoyed your stay with us!

Please reach out to us at any time should you need anything at all. It will remain our top priority to ensure your fullest satisfaction. 

Sincerely, 

Gisel Miller 
Hollywood Hotel
Front Office Manager",0
Gina I,1,,2021-10-31,FRIENDS,2021-10-23,5,Pil is the best,"Amazing staff & clean environment!! Nothing like being at home. Pil is absolutely so amazing, I stay at so many hotels but never get the treatment like this. Thanks for the great treatment it really goes along way.",,,,,,,,Gisel Miller,General Manager,2021-10-25,"Dear Guest

Thank you for taking the time to provide us with your review of our Hotel! We are thrilled to hear that you enjoyed your stay with us!

Please reach out to us at any time should you need anything at all. It will remain our top priority to ensure your fullest satisfaction. 

Sincerely, 

Gisel Miller 
Hollywood Hotel
Front Office Manager",0
lsilvaaano,2,"Sacramento, California",2021-10-31,FAMILY,2021-10-23,5,Amazing stay,"Great customer service , pil made our stay great! The room was big and comfortable. The pool is open which was a plus since most places are closed. Thank you for not letting us sleep in our car, highly recommended",,,,,,,,Gisel Miller,General Manager,2021-10-25,"Dear Guest

Thank you for taking the time to provide us with your review of our Hotel! We are thrilled to hear that you enjoyed your stay with us!

Please reach out to us at any time should you need anything at all. It will remain our top priority to ensure your fullest satisfaction. 

Sincerely, 

Gisel Miller 
Hollywood Hotel
Front Office Manager",0
Shelley I,1,,2021-10-31,FAMILY,2021-10-21,5,Concert visit,The Hollywood hotel was a pleasant place to stay. The Hotel was very accommodating to my mom and her ADA dog. She was pleased at the ADA rooms which helped her with needs. Pil at the counter was amazing and will becoming back to say hi.,,,,,,,,Gisel Miller,General Manager,2021-10-25,"Dear Guest,

Thank you for taking the time to share your feedback. We hope to welcome you back to our hotel very soon!

Sincerely,

Gisel Miller 
Front Desk Manager
Hollywood Hotel ",0
Denise P,1,,2021-10-31,NONE,2021-10-17,5,Clean and great staff!,"The hotel room was clean and the staff Nancy and Dena took really good care of us! Grat location , close to universal studios. Would definitely stay here again!  

They have a cute court Yard. And they have gated parking .",,5.0,5.0,,,,5.0,Gisel Miller,General Manager,2021-10-25,"Dear Guest,

Thank you for taking the time to share your feedback. We hope to welcome you back to our hotel very soon!

Sincerely,

Gisel Miller 
Front Desk Manager
Hollywood Hotel ",0
Ziomara C,1,,2021-10-31,FRIENDS,2021-10-17,5,Our stay at Hollywood hotel,When we arrived to the hotel we were greeted by Nancy and Dena at the reception desk. They were very friendly and kind and helped us out a ton when we made a mistake regarding the reservation.  They were patient and extremely understanding of our situation.,,,,,,,,Gisel Miller,General Manager,2021-10-25,"Dear Guest,

Thank you for taking the time to share your feedback. We hope to welcome you back to our hotel very soon!

Sincerely,

Gisel Miller 
Front Desk Manager
Hollywood Hotel ",0
Raul S,1,,2021-10-31,BUSINESS,2021-10-17,5,Corporate Chef,"Pil, took great care of me, very accommodating for the time being, thank you very much, we need more people like him so they can make you feel at home.. it’s also a great looking hotel and cleaned. Highly recommended..",,,,,,,,Gisel Miller,General Manager,2021-10-25,"Dear Guest

Thank you for taking the time to provide us with your review of our Hotel! We are thrilled to hear that you enjoyed your stay with us!

Please reach out to us at any time should you need anything at all. It will remain our top priority to ensure your fullest satisfaction. 

Sincerely, 

Gisel Miller 
Hollywood Hotel
Front Office Manager
",0
Jeffrey J,1,,2021-10-31,BUSINESS,2021-10-14,5,Excellent stay I love it here,Pil an Nelson have been the greatest help in my experience. I loved the 24 hour assistance. An warm hearted hospitality. The room was great the pool an Great fitness center. An laundry’s the maids where also amazing,,,,,,,,Gisel Miller,General Manager,2021-10-25,"Dear Guest

Thank you for taking the time to provide us with your review of our Hotel! We are thrilled to hear that you enjoyed your stay with us!

Please reach out to us at any time should you need anything at all. It will remain our top priority to ensure your fullest satisfaction. 

Sincerely, 

Gisel Miller 
Hollywood Hotel
Front Office Manager
",0
Estella G,1,,2021-10-31,BUSINESS,2021-10-14,5,Great stay,Had a lot of trouble after my wallet was stolen but Phil and Nelson really helped us. The hotel room they gave us was big and clean . The pool was cold but still warm and we enjoyed it. I will stay here again tanks to great service,,,,,,,,Gisel Miller,General Manager,2021-10-25,"Dear Guest

Thank you for taking the time to provide us with your review of our Hotel! We are thrilled to hear that you enjoyed your stay with us!

Please reach out to us at any time should you need anything at all. It will remain our top priority to ensure your fullest satisfaction. 

Sincerely, 

Gisel Miller 
Hollywood Hotel
Front Office Manager
",0
Morgan L,1,,2021-10-31,FRIENDS,2021-10-14,5,Gentlemen at the front desk,From check in to check out Pil and Nelson treated us like VIPs always being polite and caring. On the last night we had a bit of a problem with the room and were taken care of immediately by the power team of Pil and Nelson. Can’t say enough about the great care in the hotel. Definitely a safe place for out of townners.,,,,,,,,Gisel Miller,General Manager,2021-10-25,"Dear Guest

Thank you for taking the time to provide us with your review of our Hotel! We are thrilled to hear that you enjoyed your stay with us!

Please reach out to us at any time should you need anything at all. It will remain our top priority to ensure your fullest satisfaction. 

Sincerely, 

Gisel Miller 
Hollywood Hotel
Front Office Manager
",0
Kenny G,1,,2021-10-31,FAMILY,2021-10-09,5,Great stay,2 days of bliss in the hotel. Rolled up with my brothers and were treated right by Pil. Really understood our situation and helped us out. The hotel is spacious and very clean and the pool is lit. Thank you for all the accommodations.,,,,,,,,Gisel Miller,General Manager,2021-10-25,"Dear Guest,

Thank you for taking the time to share your feedback. We hope to welcome you back to our hotel very soon!

Sincerely,

Gisel Miller
Front Desk Manager 
Hollywood Hotel ",0
mstar,1,"Los Angeles, California",2021-10-31,FAMILY,2021-10-07,5,Brian’s awesome!,Brian at the front desk was spectacular and professional! He was through and answered all our questions. We came in late and he was patient with are tiredness and confusion. Can’t wait for everything to open up again at the hotel so we can try the restaurant,,,,,,,,Gisel Miller,General Manager,2021-10-25,"Dear Guest,

Thank you for taking the time to share your feedback. We hope to welcome you back to our hotel very soon!

Sincerely,

Gisel Miller
Front Desk Manager 
Hollywood Hotel ",0
Nao143,2,"Westwood, California",2021-10-31,BUSINESS,2021-10-04,5,Excellent Service!!,This hotel offers excellent customer service for staff are efficient friendly and accommodating I come here often because the hotel is a very convenient from the hospital that I currently work at. Phil is great and always offers support and accommodations to my work schedule. So grateful! Thank you to everyone!!,,,,,,,,Gisel Miller,General Manager,2021-10-25,"Dear Guest,

Thank you for taking the time to share your feedback. We hope to welcome you back to our hotel very soon!

Sincerely,

Gisel Miller
Front Desk Manager 
Hollywood Hotel ",2
Dee S,1,,2021-10-31,BUSINESS,2021-10-01,5,Amazing service by the agent Pil,"Late Hollywood run, you can always count on the Hollywood hotel. Spacious rooms and the best staff around. Pil was amazing during our stay, he stays with a smile on all the time and welcomes you like family. Hihgly recommend this hotel",,,,,,,,Gisel Miller,General Manager,2021-10-25,"Dear Guest,

Thank you for taking the time to share your feedback. We hope to welcome you back to our hotel very soon!

Sincerely,

Gisel Miller
Front Desk Manager 
Hollywood Hotel ",0
Shelbee L,1,,2020-10-31,BUSINESS,2021-09-30,5,Accommodating hotel,I had an amazing stay here at the Hollywood hotel. Pil was amazing! My first time here and won’t be the last! The best costumer service Iv received in a long time! 10/10 recommend. Very friendly to out of town guest,,,,,,,,Gisel Miller,General Manager,2021-10-25,"Dear Guest

Thank you for taking the time to provide us with your review of our Hotel! We are thrilled to hear that you enjoyed your stay with us!

Please reach out to us at any time should you need anything at all. It will remain our top priority to ensure your fullest satisfaction. 

Sincerely, 

Gisel Miller 
Hollywood Hotel
Front Office Manager",0
Juan Cortez,1,,2021-09-30,FAMILY,2021-09-29,5,Great stay,Excellent service 👏 pill the hotel is very hollywood looking. Makes it feel like a movie style. The pool was open but it was a bit cold. The courtyard was a nice place for family dinner. Very surprised with the comfort of the hotel.,,,,,,,,Gisel Miller,General Manager,2021-10-25,"Dear Guest

Thank you for taking the time to provide us with your review of our Hotel! We are thrilled to hear that you enjoyed your stay with us!

Please reach out to us at any time should you need anything at all. It will remain our top priority to ensure your fullest satisfaction. 

Sincerely, 

Gisel Miller 
Hollywood Hotel
Front Office Manager",0
John,1,,2021-09-30,NONE,2021-09-28,5,Excellent service.,"Had a late check in and Brian was there to help us. He was very friendly, and super helpful with making sure we had proper accommodations. He also gave us some cushion on our check out time because we checked in so late. Will stay again!",Back of the hotel is less noisy.,,5.0,5.0,5.0,,,Gisel Miller,General Manager,2021-10-25,"Dear Guest

Thank you for taking the time to provide us with your review of our Hotel! We are thrilled to hear that you enjoyed your stay with us!

Please reach out to us at any time should you need anything at all. It will remain our top priority to ensure your fullest satisfaction. 

Sincerely, 

Gisel Miller 
Hollywood Hotel
Front Office Manager",0
Pat S,1,,2021-09-30,FRIENDS,2021-09-26,5,Greek Festival!,Chose hotel  based on proximity to the venue. Nelson G gave us great suggestions for a quick bite up the street. Also stop by Public House for a drink! Hotel keeps guests safe with MUST use room key to gain access. Safety on area was a plus!,,,,,,,,Gisel Miller,General Manager,2021-10-25,"Dear Guest

Thank you for taking the time to provide us with your review of our Hotel! We are thrilled to hear that you enjoyed your stay with us!

Please reach out to us at any time should you need anything at all. It will remain our top priority to ensure your fullest satisfaction. 

Sincerely, 

Gisel Miller 
Hollywood Hotel
Front Office Manager",0
Trip791232,1,,2021-09-30,FAMILY,2021-09-26,5,Awesome service.,Very nice and clean  hotel.     Pil was very friendly and knowledgeable. Defenetaly stay again and I would recommend to any family member or friend.  Very secure parking with gate. I would say this hotel is a hidden gem.,,,,,,,,Gisel Miller,General Manager,2021-10-25,"Dear Guest

Thank you for taking the time to provide us with your review of our Hotel! We are thrilled to hear that you enjoyed your stay with us!

Please reach out to us at any time should you need anything at all. It will remain our top priority to ensure your fullest satisfaction. 

Sincerely, 

Gisel Miller 
Hollywood Hotel
Front Office Manager",0
Ever L,1,,2021-09-30,BUSINESS,2021-09-25,5,Awesome stay,"Pill was very helpful and professional.  Helped me with all my questions.  The rooms are very nice as well , the pool is open 👌 we needed a great stay and we got if thanks 😊 
I highly recommend this place",,,,,,,,,,,,0
Muadh S,1,,2021-09-30,FRIENDS,2021-09-25,5,Interesting stay,Came in with an emergency and new I chose right when I came in to talk to Pil and was taken care of. The service is incomparable the rooms are excellent and the staff is truly caring. I really appreciate being treated like a human and not a number.,,,,,,,,,,,,0
B L,1,,2021-09-30,FAMILY,2021-09-25,5,AZ Family,Looking for a place to spend one night after visiting Universal Studios we found this Hotel. Nelson at the desk was very welcoming & helpful with a last minute booking without a reservation. Boys enjoyed the pool the next morning. Would definitely come back.,,,,,,,,,,,,0
Kenneth K,31,"Brooklyn, New York",2021-09-30,NONE,2021-09-22,5,Great value/venue for dollar spent!,"Given the great nightly rate I got, and the East Hollywood address, I wasn't sure what I was in for at The Hollywood Hotel -- nice online pics notwithstanding. Have to say I was more than pleasantly surprised! From the gated private parking to the spotless and comfortable guest room I was assigned, the offer exceeded my expectations. Staff were attentive and helpful, the halls and room were quiet, both bed and bath were clean (and there was daily maid service -- unusual in this times.) I was out and about a lot via rental car so didn't avail myself on many on-site services or facilities but was I used I was satisfied with. There's also a Metro station just one block away, I noted.",I had an interior courtyard view room (315) -- Very quiet!,,5.0,5.0,3.0,,,,,,,9
Andrew P,1,,2021-09-30,NONE,2021-09-21,1,TOTAL MISREPRESENTATION.,"This is my first review, and I'm happily going out of my way to write it. 

The Hollywood Hotel is absolutely nothing like what the photos show. My girlfriend and I were coming up to Hollywood for a wedding and were in a rush to get to our room and get dressed before leaving in our Uber. We had probably a total of 20-30 minutes in the room and immediately noticed how awful the quality was. Rust in the showers, stucco ceilings, paint chips all over, cramped room, and shared balconies. This is not a 4 Star Hotel.

Unfortunately we couldn't check out right away because we obviously had a wedding to run to.

Once we got back after the wedding we saw again how unsafe everything was, especially at night. The area is NOT a nice part of town and the whole lobby absolutely reeked of weed. We went straight to our room, packed, and checked out at 10PM that night to then drive an hour back to OC instead of staying in this awful spot.

I tried calling to request a refund because we didn't do it in the moment (we were exhausted and ready to go to sleep), and the front desk manager just kept saying ""the room was utilized, we will not be refunding you."" So basically we paid $200 for parking and 30 minutes to get ready. 

I let her know we didn't even sleep there and had no time to check out prior to coming back since... we were at a wedding... and obviously she had no sympathy for that either. I told her there is no way I am the only one to have had these same complaints considering their pictures online are a COMPLETE MISREPRESENTATION of what they actually offer, and she said ""you are the first sir.""

Don't waste your money or risk your safety, they won't do anything to help...",,1.0,1.0,,1.0,,,Gisel Miller,General Manager,2021-09-21,"Dear Guest

Please accept our sincere apologies for the inconvenience you may have experienced. 

Here at Hollywood Hotel, we take pride in ensuring our customer’s satisfaction. Unfortunately, we did not meet your our and your expectations.

As a testament to our strive for perfection, we have taken steps to ensure that this will never happen again.

We deeply value your relationship with Hollywood Hotel and are committed to providing you with the highest level of service simply because our customers deserve the very best. 

Sincerely,

Gisel Miller 
Hollywood Hotel
Front Office Manager
",0
C. Cortes,2,"Santiago, Chile",2021-09-30,COUPLES,2021-09-19,5,L.A. vacation,"The hotel needs a little work but still nice. The pool and outside area are very nice and relaxing. The man at the front desk Ivan was superb. He always smile at us, offer help, and send us to great restaurants. He ask about our day and make us laugh. Great service.","Suana,bar, and restaurant is closed.",,,,,,,Gisel Miller,General Manager,2021-09-21,"Dear Guest,

Thank you for taking the time to provide us with your review of our Hotel! We are thrilled to hear that Ivan provided you with superb costumer service. 

Please reach out to us at any time should you need anything at all. It will remain our top priority to ensure your fullest satisfaction. 

Sincerely, 

Gisel Miller 
Hollywood Hotel
Front Office Manager
",0
Kevin G,1,"Houston, Texas",2021-09-30,BUSINESS,2021-09-19,5,Great stay.,Came in real late and Pil took care of us. Hollywood is very tricky and some not so good people but pil and the hh is family. If only everyone knew how to treat people right we all live in a good planet. Thank you Pil,,,,,,,,Gisel Miller,General Manager,2021-09-21,"Dear Guest,

Thank you for taking the time to share your feedback. We hope to welcome you back to our hotel very soon!

Sincerely,

Gisel Miller 
Front Desk Manager 
Hollywood Hotel ",0
Othmane R,1,,2021-09-30,SOLO,2021-09-16,5,Amazing stuff especially pil,"Amazing rooms , clean and great location , pil was very nice and helpful ,   The hotel has great history and nice pool , I would definitely comeback again and recommend this hotel to anyone who would visit LA",,,,,,,,Gisel Miller,General Manager,2021-09-21,"Dear Guest

Thank you for taking the time to provide us with your review of our Hotel! We are thrilled to hear that you enjoyed your stay with us!

Please reach out to us at any time should you need anything at all. It will remain our top priority to ensure your fullest satisfaction. 

Sincerely, 

Gisel Miller 
Hollywood Hotel
Front Office Manager
",0
Hesiel G,1,,2021-09-30,BUSINESS,2021-09-16,5,Great Service,Great customer service by Pil  the best looking hotel that I ever seen. It was very clean. It has an amazing Hollywood presentation. The pool was super clean and the courtyard was delightful. Definitely a go to hotel in Hollywood,,,,,,,,,,,,0
Christian de Luna,1,,2021-09-30,SOLO,2021-09-15,1,Rude and condescending customer service,"The rudest and most condescending customer service I had ever worked with. They insisted that a change I had placed on my reservation through Chase Travel to a later date was canceled in their system instead of changed, resulting in me losing the money paid. I had only found out when I called to confirm the change that it was never put on their records correctly. Infuriating experience and will for sure never engage with these criminals again. Atrocious business practices.",,,,,,,,,,,,0
Aaron G,1,,2021-09-30,FAMILY,2021-09-12,5,Great service by pil,"Great stay with great service from everyone at the hotel. Came in super late with no chance of a room but Pil moved somethings around for us and treated us like family, would recommend this hotel with no problem.",,,,,,,,,,,,0
