username,contributions,location,staydate,triptype,reviewdate,overallrating,revtitle,reviewtext,roomtip,value,service,sleepquality,locationrev,rooms,cleanliness,responder,responderposition,responsedate,response,helpful
lucienrod,1,,2021-10-31,NONE,2021-11-01,5,My review 10/2021 one night stay ..  only stayed from 10pm to 0800.  Short stay but comfortable clean.,Only Stayed for a few hours from 10 PM to 8 AM the next day. The front desk was decorated with Halloween and that was a warm feeling the room was clean and spacious the breakfast the next morning was plentiful and the tables were clean and available. I would stay here again.,,4.0,5.0,5.0,5.0,5.0,5.0,,,,,1
elankekuawela,1,,2021-10-31,NONE,2021-10-26,5,Very clean,"Nice hotel, clean tub, my children loved the comfortable beds ans the pool, they took extra steps to have our room cleaned and sanitized every 3 days. The breakfast was so awesome, and whenever we needed help the front workers helped us out.",,5.0,5.0,5.0,5.0,5.0,5.0,,,,,0
Seattle98101,2367,"Seattle, Washington",2021-10-31,NONE,2021-10-24,4,"Clean, new, comfortable","This is a good basic hotel.  It seems new, everything was clean and in good working order, and we had a comfortable stay.  We faced the front of the hotel (Katella Ave.) but didn't have any problem with noise.  They have modified the included breakfast a bit due to Covid - an employee serves the hot items (so-so scrambled eggs, etc) and you help yourself to juice, whole fruit, and a few other items.  There are hand sanitizer dispensers all around, but rarely had any contents.
It is walking distance to Disney and all the restaurants that surround it; there is also a small strip mall across the intersection that has a Starbucks and several fast casual restaurants. 
Note that there is another Hampton Inn three blocks away, the Hampton Anaheim/Garden Grove, and it's easy to get these confused if you're using Uber (our driver said it happens a lot).",,,3.0,4.0,,,5.0,,,,,369
bryannicholson,1,"Herriman, Utah",2021-10-31,NONE,2021-10-22,4,Great place to stay for family Disneyland trip,Close to Disneyland and California Adventure. Plenty of restaurants to choose from within walking distance. Friendly staff and clean rooms. Their complimentary breakfast was a great way to start to fuel up before the parks.,,4.0,5.0,4.0,5.0,5.0,5.0,,,,,0
Kelly B,2,,2021-10-31,NONE,2021-10-12,5,Exceeded our expectations for location and comfort,"With so many options near Disneyland my family went with what we hoped was our best selection based on proximity, price and type of room.  I had a few calls to the hotel prior to my stay and the staff was always accommodating and that carried over once I arrived as well.  Thank you to Adrian, Antonio and Miguel for going above and beyond providing guest service.",The room with sofa &amp; bunk beds was wonderful with two areas separated by a sliding door.,,5.0,5.0,5.0,,,,,,,0
Robin L,3,,2021-10-31,NONE,2021-10-11,5,Great for Disneyland,"Best Hampton Inn I’ve stayed at! Great for Disneyland. Clean rooms, good breakfast and cleaning on Covid-19 was great! Will stay here again. Beds were comfortable and ac worked great. Has good places to eat around the area. ",,5.0,5.0,5.0,5.0,5.0,5.0,,,,,0
TravlerTK421,1,"Tempe, Arizona",2021-10-31,NONE,2021-10-07,5,Very nice!!,"I've stayed at many Hamptons in my day. This one is great for the location. Very clean and very close to Disney. The walk to the shuttle is a bit longer than I'd like. But if your going to walk 20 miles around Disney it doesn't really matter. Breakfast was hot and tasty, coffee was nice and strong. Air conditioner was working perfectly. 
",,5.0,5.0,5.0,5.0,5.0,5.0,,,,,0
pla57,87,"Farmington, Michigan",2021-09-30,NONE,2021-10-03,5,nice hotel,Very sterile hotel but nice.  Very clean and the breakfast in the morning was a hot one with a employee serving you which was nice.  Bed was very comfortable.  They could use a upgrade on their towels.  Very scratchy  Room was clean even the bathtub was really clean.  No hair or dirt on floors.  This hotel is about two miles from Disney so you might not want to walk.  We took our car to Disney.,,,3.0,,5.0,,5.0,,,,,51
KUJayhawks99,127,"Atlanta, Georgia",2021-09-30,NONE,2021-10-02,5,Second stay here- fantastic again!,"Second stay here for 4 nights visiting the area.   Walked to Disneyland which took about 15 minutes.  Breakfast was eggs, sausages and potatoes, cereal, and toast.   Nice to see they are serving hot breakfast.  Staff is pleasant and beds are comfy. 

Choose a room on the pool side vs the side facing Katella Ave so it’s quieter.",,,5.0,4.0,5.0,,,,,,,96
Angela J,4,,2021-09-30,NONE,2021-09-29,5,Great Stay!,"I recently stayed 4 nights at this newish property.  It was very clean.  I felt safe.  Masks were required in common areas.  They requested only one family unit per elevator.  Keys were required to use the elevator.  They were offering a very limited hot breakfast or cold cereal.  Breakfast consisted of scrambled eggs, a meat and a potato.  An employee served the hot breakfast items, which I appreciated.  They also had bananas, apples and oranges.  

On my first night, I had room 511 in the front corner of the building right by the street corner.  It was very noisy.  I felt like I was sleeping on the street corner.  I requested a different room for the rest of my stay, and they happily moved me to the back side of the building overlooking the pool.  It was much quieter.  

Our stay was to go to Disneyland.  It is walkable if you are so inclined, probably about a mile plus.  We used Uber to get to and from the park.  It was about $7 plus tip one way to the Harbor street drop off spot.  There are restaurant choices close to the hotel.","If you are a light sleeper, avoid rooms on the front corner near the stoplight, example #511.",,5.0,,,5.0,5.0,,,,,2
ramirezdenise34,1,"Ontario, California",2021-09-30,NONE,2021-09-26,5,Great stay,Great location very nice and spacious room very clean and friendly staff definitely will be back and recommend to friends and family great shopping centers around hotel to eat or get any last minute thing ,,5.0,5.0,5.0,5.0,5.0,5.0,,,,,0
DJC17,167,"Fall River, Massachusetts",2021-09-30,FAMILY,2021-09-25,4,Convenient room for Disney,"Located about a mile from Disneyland entrance. Self parking was easy, although the lot didn’t look too big. Room was large, nothing fancy, but who cares when you’re not there most of the time. Elevator requires room key.  Breakfast was ok, doesn’t open until 6:30. Free WiFi.",,,,,,,,,,,,80
Jacqui M,472,"Vancouver, Canada",2021-09-30,COUPLES,2021-09-25,5,AMAZING HOTEL! Beautiful rooms and pool!,"Amazing hotel! The room was huge and we had a great view of Disney fireworks! That made up for the noisy street. We were on the top floor in a king studio . The pool area was huge, clean and nearly empty every time we went.  

Breakfast was included but got pretty boring after a few days …. Every day was scrambled eggs , hash browns and sausage . A couple cereals were offered …. No toast or pancake or waffle. 

There were some great restaurants all around the hotel so lots of choice for eating. 

If you are here for Disney the BEST thing about this hotel is how easy it is to get there. The hotel is a 5 minute walk to the buses at the Toy story parking lot. You walk there get on the bus and it takes you right to the Disney entrance - FOR FREE. They don’t ask or care that you have not parked there - we told the attendant on day 1 we were from the hotel - he said it didn’t matter and to hop on! This was a great money saver as you have to pay additional 20$per night to park at the hotel.

We loved this hotel and can’t wait to come back!",5 minute walk to toy story parking lot for the FREE bus right to Disney entrance,,,,,,,,,,,17
Yvonnesfun,1,"San Fernando, California",2021-09-30,FAMILY,2021-09-23,3,Smile! Make people feel welcome. Small gestures go along way,"Hotel was clean , beds were nice…Staff needs to work on making you feel welcomed…except for geena , Angelo and the hard hard working buffet lady , everyone else was either robotic or grouchy .Fridge didn’t work properly maintenance said that’s as cold as they get lol , ummm my food went bad nothing got cold not even water , he said cuz there small, I have a Danby fridge in my garage and it keeps everything cold!! Plus go to Disneyland plenty stay at plenty of hotels , they all have cold lil fridges…I had inquired about breakfast and they said there Buffett was back … so I assumed everything not only 3 items! Every day it was potato, eggs( taste like fake Butter flavor) and sausage. They did have cearal. But for what I got I could have save money with cheaper hotel and ate breakfast at Disneyland or Denny’s.. no bagels no yogurt no toast ,.. I had to ask for towels which would have been fine except I got a eye roll and a sigh when I did … yikes I say pls and thank u and I was literally only person in lobby so it’s not like it was busy.. not my fault geeez I had to take a shower.. umm sorry?",,,,,,,,Brenna Simpson,Guest Services / Front Office,2021-09-23,"Thank you for taking the time to share your experience with us Yvonnesfun1.  We're disappointed to hear that we did not meet your expectations. We appreciate your feedback and will use this as a teachable moment to improve our property and service in the future. If you choose to stay with us again, as we hope you do, we would like to turn this poor experience into a great one.

-Brenna S. 
Reservation Supervisor",0
Amanda R,1,"Alpine, California",2021-09-30,FAMILY,2021-09-16,5,BEST STAY EVER!!! ,This hotel blew me away! I was not expecting the high level of outstanding customer service or how great the rooms were. We called hoping for an early check in due to an event we had to attend. Kathy was fantastic and did everything she could to accommodate us! I also had a terrific encounter with Adrian who helped me book my next stay (because I was so happy with the first). This team of people makes you feel like a valued customer. Not just a random traveler. The rooms were SO CLEAN! I usually bring my own cleaning wipes to wipe down the room & I did not even need them! Wow! Such a happy customer! Bravo Hampton Inn & Suites! See you again in October! ,,,,,,,,Brenna Simpson,Guest Services / Front Office,2021-09-23,"Thank you for the stellar review Calbstmom1973!  We appreciate you  giving a special shout out to Kathy and Adrian and we are so glad you had a fantastic experience with us. It's a privilege to work with such amazing team of professionals and to serve guests like yourself on a daily basis. Looking forward to welcoming you back in October!

-Brenna S. 
Reservation Supervisor ",1
megankanani,1,,2021-09-30,NONE,2021-09-15,5,"Clean, modern room! Great stay!",We loved this hotel! The staff was very welcoming and helpful. Our room was super clean and the kids loved the bunk bed option. We also loved that it was walking distance to Disneyland. We will definitely be back!,,5.0,5.0,4.0,5.0,5.0,5.0,Brenna Simpson,Guest Services / Front Office,2021-09-23,"Thank you so much for your review, megankanani! We take a lot of pride on delivering a memorable experience for our guests, so it is great to see comments such as yours.  Thank you for staying with us. We look forward to seeing you on your next trip to Disneyland!

-Brenna S. 
Reservation Supervisor",0
GQuirozRN,1,,2021-09-30,NONE,2021-09-12,4,"Nice, clean, comfy and close to Disneyland!","Room was clean and updated. Check in and out was easy. I was able to call ahead and speak to staff communicate I was checking in late and needed connecting rooms. However, the AC was tricky, our fridge didn’t work, and one of our keys didn’t open the door. Despite the glitches, I would stay here again. ",,4.0,4.0,4.0,5.0,4.0,5.0,,,,,0
acb2126,1,"Dallas, Texas",2021-08-31,NONE,2021-09-12,5,Hampton Inn Anaheim Resort Review,"Everything was wonderful at this property. Kathy at the front desk was so incredibly accommodating. She went above and beyond. Jessica was a pleasure to speak with daily when we would head downstairs for breakfast. When I inevitably return to OC, I will stay at this location again. Hopefully parking prices will come down a little, but if not the staff and cleanliness of the property make it worth it. ",,5.0,5.0,5.0,5.0,5.0,5.0,Brenna Simpson,Guest Services / Front Office,2021-09-23,"Thank you for the glowing review acb2126! We are thrilled to hear you had a great experience at our hotel. We will make sure to share your review with Kathy, Jessica, and the rest of the team. We look forward to welcoming you back again soon next time you are in the Anaheim area!

-Brenna S. 
Reservation Supervisor",0
Melissa P,2,,2021-09-30,FAMILY,2021-09-10,5,Hampton Inn Anaheim Convention Center,Such a wonderful property.  Staff is AMAZING rooms are clean and beautiful.  Would 100% recommend this property.   I have stayed at just about every Hilton by Disneyland and this one is by far my favorite.  ❤️❤️,,,,,,,,Brenna Simpson,Guest Services / Front Office,2021-09-23,"Thank you for sharing about your recent stay Disneymom012308! We are pleased to know you enjoyed your visit as well as the warm hospitality and superb service provided by our team members. Please visit us again soon!

-Brenna S. 
Reservation Supervisor",1
tj0yner,1,"Los Angeles, California",2021-08-31,NONE,2021-09-05,3,Ok stay-great staff,I’m town for one night for birthday even held at Anaheim Gardenwalk. Upon arrival staff was very welcoming and helpful. Noticed an odor in guest hallway once heading too room but did not bother to report. Room was clean and accommodating. Walls very thin as we heard a child crying/yelling throughout night. Didn’t report knowing we were staying at a Disneyland hotel. Small children expected. Husband did not enjoy breakfast. But could be lack of options due to covid. Overall ok stay ,,3.0,3.0,3.0,5.0,3.0,4.0,,,,,0
marion93722,467,"Fresno, California",2021-07-31,FAMILY,2021-09-04,5,Pleasant stay,"Clean all throughout. Staff is very helpful. Bunk bed rooms great for families. Restaurants across the street and easy access to the freeway. Good sound proofing so can’t barely hear street traffic or maybe it’s just quieter times. Pay for parking and need valet if coming back too late since parking got full.
Security gate for sense of security",Valet parking available late at night. Laundry facility on site. Pool area is clean. Sanitizers were available.,,,,,,,Brenna Simpson,Guest Services / Front Office,2021-09-23,"Wow, what a great 5 star review MharCA! We are so happy you enjoyed your stay with us, and had a chance to check out the local area. We strive to provide excellent service and amenities to all our guests, and so glad your stay was memorable. We look forward to your next visit!

-Brenna S. 
Reservation Supervisor",94
Wayneluvsmary,44,"Norco, California",2021-08-31,NONE,2021-08-26,5,First Choice for Lodging in Anaheim.,"Hampton Inn and Suites in Anaheim is my favorite place to stay while vacationing at the Disneyland resort.  The building is up to date, with pool and hot tub.  The staff are top notch and went out of the way to make us feel welcome. ",,5.0,5.0,5.0,5.0,5.0,5.0,Brenna Simpson,Guest Services / Front Office,2021-09-23,"Thank you for taking the time to share this wonderful review with us Wayne B! We are so honored and appreciative to have been your hotel of choice while in the Disneyland area, and hope our team and the service you received helped to make your stay an unforgettable one. It was a delight to have you, and we look forward to welcoming you back again soon.

-Brenna S. 
Reservation Supervisor
",3
Joe M,2,,2021-08-31,COUPLES,2021-08-26,5,Bravo Miguel,"My name is Joe. I worked for Marriott Hotels for 16 years. I appreciate a professional when I see one. We arrived at the Hampton Inn in Anaheim and walked into a busy lobby and front desk. I could see the young man named Miguel was WAY OUT NUMBERED. I watched as he kept his cool, professionalism and courtesy as he was bombarded with multiple requests, short tempers and one jerk with NO patience. Miguel handled every task with a smile on his face and made sure we ALL got helped quickly. 

I’m happy to let management know when a frontline associate performs admirably. Great work kid. 

Joe McGriff",,,,,,,,Brenna Simpson,Guest Services / Front Office,2021-09-23,"Thank you so much for leaving us a review about your stay joemcgriff!  So very glad to hear Miguel made your stay fantastic! He is truly a special hotel professional and would go out of his way to make each stay memorable. Thank you for choosing to stay with us. Please visit us again next time you are in the Anaheim area!

-Brenna S. 
Reservation Supervisor
",3
Kristin G,1,,2021-08-31,FAMILY,2021-08-23,5,5th birthday trip,"Angelo went above and beyond when I asked him to help decorate our hotel room for our daughters 5th birthday. His service, follow through and personal touch was very impressive. He truly made it a special experience for us and we are so grateful. Everything about our sty was great because of Angelo!",,,,,,,,Brenna Simpson,Guest Services / Front Office,2021-08-25,"We appreciate your feedback kristingarcia082216! Thank you for giving our hotel and awesome staff members a great shout out. We pride ourselves on offering our guests the best possible accommodations and service, and hope we exceeded your expectations. Come back soon!

-Brenna S. 
Reservation Supervisor ",0
chris,1,"Las Vegas, Nevada",2021-08-31,SOLO,2021-08-23,5,first stay at hampton,"jessica at the front desk was super helpful and explained everything i needed to know and made me feel comfortable right away! clean nicely kept property! would definitely stay here again, traveling to anaheim at least monthly cleanliness and friendly staff are a huge plus",,,,,,,,Brenna Simpson,Guest Services / Front Office,2021-08-25,"Thank you for your positive review on our hotel and our great staff members Guide65690598356! We're so lucky to have a team that is dedicated to making your stay as comfortable and enjoyable as possible. We can't wait to see you again soon!

-Brenna S. 
Reservation Supervisor
",1
Anthony M,1,,2021-08-31,FAMILY,2021-08-22,5,Great stay !!!,What a great staff !! Super friendly !! Greens Jessica helped us and was super nice ! Location is PERFECT !! not crowed and easy to check in! Thanks for the stay we will definitely be coming back !! Time to go to Disneyland:),,,,,,,,Brenna Simpson,Guest Services / Front Office,2021-08-25,"Thank you for such a great review anthonymD6090DV! We're thrilled to hear that our staff, especially Geena and Jessica, were so kind and welcoming to you during your family trip. Making you happy makes us happy, and we love when our guests enjoy themselves at our hotel. Please make sure you stay with us again, we'd love to see you all soon!

-Brenna S. 
Reservation Supervisor",2
Gustavo S,1,,2021-08-31,COUPLES,2021-08-21,5,Gustavo and Tabethas Stay,"Beautiful room, so clean, smells great, feels like home and phenomenal staff! We definitely recommend this place!!! Geena and Terrie were a great help. We traveled here from Arizona to come get a way to cooler weather and this hotel was feasible considering it was a weekend and close to Disney!",,,,,,,,Brenna Simpson,Guest Services / Front Office,2021-08-25,"Thank you for your great feedback gustavosX6831OK! We're very happy to hear that you enjoyed your time with us during your Anaheim trip, and appreciate the shout-out to our great team members. Please come back and visit soon!

-Brenna S. 
Reservation Supervisor",2
Roberto Galindo,1,,2021-08-31,FAMILY,2021-08-21,5,Awesome service,"Great service at front desk, Jessica and Geena were very friendly and helpful at our arrival. They explained everything in detail and helped us during checkin. Room was super clean and overall hotel service was great too. I'll definitely recommend it.",,,,,,,,Brenna Simpson,Guest Services / Front Office,2021-08-25,"Thank you for your positive feedback robertogvenzor!  We appreciate the kind words and the great shout out to our front desk team members. We hope to see you again on your next Anaheim trip. We'd love to have you back!

-Brenna S. 
Reservation Supervisor ",1
Angela C,1,,2021-08-31,FAMILY,2021-08-21,5,Very nice hotel,The staff is really friendly and helpful. The room was clean. I requested a crib when making my reservation and upon arrival it was in my room already. This is my second time staying here and definitely not the last.,,,,,,,,Brenna Simpson,Guest Services / Front Office,2021-08-25,"Thank you for the great feedback angelacO4819LZ! There are over 100 hotels in the Anaheim area, and we're so glad you continue to choose to stay at ours. We hope that our hotel, staff and amenities exceeded your expectations, and that you come back soon to visit again. We'd love to have you back for a third visit!

-Brenna S. 
Reservation Supervisor ",0
A F,1,,2021-08-31,COUPLES,2021-08-21,5,Stay,Greens and Jessica were great and even got a discount on parking! Everything was clean. It is super updated. It’s all brand new. It includes coffee and also breakfast. I’m super excited about our stay!,,,,,,,,Brenna Simpson,Guest Services / Front Office,2021-08-25,"Thank you for your wonderful review on our hotel afR965! We're thrilled to hear that you enjoyed your time with us. Thanks for also giving our staff such a great shout out! Please come back and visit us soon, we'd love to have you back!

-Brenna S. 
Reservation Supervisor",2
Yummybuffy,7,,2021-08-31,NONE,2021-08-20,5,Awesome Stay,"Perfect for family and business travelers. The first time I stayed here was when it first opened. Staying here now during this pandemic, the hotel has kept its priority to have rooms clean and safe for all guest. Awesome service from all staff, especially Citlali and Adrian. Tho this hotel location is a bit further away, I will definitely stay here again.",,5.0,5.0,5.0,4.0,5.0,5.0,Brenna Simpson,Guest Services / Front Office,2021-08-25,"Thank you for your great review on our hotel Yummybuffy! We appreciate you taking the time to inform other travelers about our hotel and shouting out our staff.  Please come back and visit us again when you're in the Anaheim area!

-Brenna S. 
Reservation Supervisor",6
Gerardo N,1,,2021-08-31,FRIENDS,2021-08-20,5,"Friendly staff, clean and modern","I actually was going to have my stay canceled because I had selected the wrong hotel. After calling to see if i can cancel I couldn't because I went through a 3rd party booking site. I decided to just keep my booking as is, but also wanted to check in early. Staff was really helpful with accommodate us with a room early. When arriving I was greeted by a gentlemen by the name of Adrian at the front desk... very kind and helpful, answering all my questions. This is a place I would come back and visit again.",,,,,,,,Brenna Simpson,Guest Services / Front Office,2021-08-25,"Thank you for your great feedback GerardoN244! We're very happy to hear that you enjoyed your time with us during your Anaheim trip, and appreciate the shout-out to Adrian our Front Desk Supervisor. Please come back and visit us again soon!

-Brenna S. 
Reservation Supervisor",0
malinda2021,1,,2021-08-31,NONE,2021-08-15,4,Great family hotel,"Great, clean room, plenty of space for family of 5 in room. Pool was clean and great. Free breakfast wasn’t bad just not a lot of variety. But was extremely clean and seemed to be doing their best to stay covid safe without infringing on guest enjoyment. ",,5.0,4.0,4.0,5.0,5.0,5.0,Brenna Simpson,Guest Services / Front Office,2021-08-25,"Thank you for your very honest feedback malinda2021! We appreciate you taking the time to inform other travelers about your experience at our hotel, and we're thrilled to hear your stay was a positive one. If you're ever back in the Anaheim area for more fun please visit us again! We'd love to have you back.

-Brenna S.
Reservation Supervisor",0
Todd8294,1,,2021-08-31,NONE,2021-08-14,5,Soccer tournament,Hotel was super nice and friendly desk people. Breakfast was good and needed what we wanted. Pool was nice and clean. Hampton was super clean. When we showed up the tv showed our club team telling us good luck. It was a nice touch. ,,5.0,5.0,5.0,5.0,5.0,5.0,Brenna Simpson,Guest Services / Front Office,2021-08-25,"Thank you for your stellar review Todd8294! We are so happy that you enjoyed your time here during your soccer tournament.  We try our best to go above and beyond for our groups and we are thrilled that you enjoyed our Monscierge sign for your team. Next time you have a soccer tournament in the area, we hope you will book with us again. 

-Brenna S. 
Reservation Supervisor ",0
George,1,,2021-08-31,COUPLES,2021-08-13,5,Wonderful stay,"A great hotel , they were able to accommodate us last minute. very clean and front desk Geena & Jessica were very helpful and welcoming. Great costumer service from all employees even just walking through the hotel. Pool and gym also very nice recommend to check them out during your stay!",,,,,,,,Brenna Simpson,Guest Services / Front Office,2021-08-25,"Thank you for giving our hotel a shout out Gcast987452! We take great pride in all our wonderful staff members, and are so happy to hear that they went above and beyond to make your visit a little more special. We hope you choose to stay with us again on your next trip to Anaheim!

-Brenna S. 
Reservation Supervisor",2
Marcus Z,1,,2021-08-31,FRIENDS,2021-08-13,5,Hampton Inn Anaheim,"Great Hotel, very comfortable! We came for a soccer meet and it was very affordable. We soccer players are always looking for a good deal since we travel so much and it was a good deal. Right down the street from Disneyland too!",,,,,,,,Brenna Simpson,Guest Services / Front Office,2021-08-25,"Thank you for your great review 670marcusz! We're so glad to hear that you enjoyed all our hotel has to offer, including our amenities and central location. The next time you're back in town for a soccer game, please visit us again. We love having repeat guests!

-Brenna S. 
Reservation Supervisor",1
Norma G,1,,2021-08-31,FAMILY,2021-08-13,5,So clean!,The room is so clean and smells great with nice upgrades like USB ports for your devices. Short distance from Disneyland and lots of places to eat around the hotel. Geena and Jessica at the front desk are awesome!,,,,,,,,Brenna Simpson,Guest Services / Front Office,2021-08-25,"Thank you for being so kind about our hotel Normajean2306! Our housekeeping employees work tirelessly every day to ensure our rooms are clean and comfortable, and we're so happy their hard work shows! We appreciate the very positive feedback, and hope to have you back soon!

-Brenna S. 
Reservation Supervisor",2
jrussak,1,,2021-08-31,NONE,2021-08-12,5,Please Consider,"With just a half mile walk to Disney, this new-ish hotel is exquisitely clean and inviting. Stay in the kids’ suite which has a sliding door and bunk beds as well as a hidabed for the kiddos. Enjoy peace and quiet in your king bed. The pool is amazing and everything feels very fresh, new and clean! Cons: breakfast during Covid is a huge disappointment. No buffet, just a sad, cold take home box of disastrous proportions. Towels were never plentiful at the pool. Always calling to ask to restock. Just grab some from the maid on the way to the pool. Other than that it was nearly perfect. ",,5.0,4.0,4.0,5.0,5.0,5.0,Brenna Simpson,Guest Services / Front Office,2021-08-25,"Thank you so much for the nice review jrussak! We are glad you loved our hotel and amenities! We are also pleased that the room was big enough to accommodate your whole family and you were able to take advantage of our surrounding area. We look forward to having you stay with us on your next trip to Disneyland!

-Brenna S. 
Reservation Supervisor",0
akbg1988,1,"Santa Rosa, California",2021-08-31,NONE,2021-08-10,5,Very happy with our stay for my kids and I .,"We had a great time . Friendly staff and helpful with our requests . Very clean .. 
we didn’t have a warm breakfast but their  to go boxes were pretty good and they have to follow guidelines due Covid 
We will definitely come back again ! My kids and family were happy 
I g",,5.0,5.0,5.0,4.0,5.0,5.0,Brenna Simpson,Guest Services / Front Office,2021-08-25,"Thank you for your awesome review on our hotel akbg1988! We're so glad you and your family had such an amazing time during your trip to Anaheim. Please come back and visit us again soon for more fun!

-Brenna S. 
Reservation Supervisor",1
TrailBlazer793784,2,,2021-08-31,NONE,2021-08-08,5,Great hotel,"This hotel was lovely to stay at. Friendly staff, very clean hotel, easy to access, had parking every night. It was also an easy walk to Disneyland and California Adventure. The rooms were clean and comfortable. Great for families!",,5.0,5.0,5.0,5.0,5.0,5.0,Brenna Simpson,Guest Services / Front Office,2021-08-25,"We're so glad you enjoyed your stay with us TrailBlazer793784! Thank you for your very kind words on our wonderful hotel. Please come back and visit us again soon, we love seeing repeating guests!

-Brenna S. 
Reservation Supervisor",1
