username,contributions,location,staydate,triptype,reviewdate,overallrating,revtitle,reviewtext,roomtip,value,service,sleepquality,locationrev,rooms,cleanliness,responder,responderposition,responsedate,response,helpful
Ilana,1,,2021-11-30,NONE,2021-11-22,2,Couldn't enjoy stay,"We decided to stay in The Roosevelt Hotel last weekend (11/12-11/15) to attend the Vulture Festival which takes place there. The price was a bit higher than we would have liked to spend, but thought it would be worth it to be staying in the same place the festival was being held. 

There weren't too many hiccups in the beginning (besides me being double booked and charged twice, but hotel staff quickly took care of that). Check-In was easy and the hotel staff was great. 

The room itself was also nice, no complaints there. The only gripe I had was that there was only 1 elevator for all of the guests and service workers at the hotel, so wait times were a bit high. 

The main issue came from the security stationed at the hotel during Vulturefest. We had tickets and were super exciting to be staying on the premise, but the security ruined our stay here. We were asked multiple times per day if we were guests of the hotel and you can tell security was surprised to hear us say yes. They still told us to move about 10-15 times per day while we were hanging out at the hotel. They made us feel like we didn't belong when they questioned us and we did not get to enjoy out time there. They were also unnecessarily rude to us on multiple occasions when walking about the hotel. 

If you're planning on staying at The Roosevelt Hotel during an event there, I would highly advise against it. 

I gave the hotel 2 stars because the staff was fantastic and super nice.",,,5.0,5.0,,,5.0,A H,Other,2021-11-23,"Dear 380ilanam,

Thank you for sharing your experience with us. Our hotel guests should always feel like VIPs, and I share in your disappointment that your excitement about staying at the Roosevelt during Vulturefest was marred by security making you feel unwelcome. This is unacceptable to us, and we know we can do better to make sure you feel at home with us in Hollywood. We hope you will give us another chance to win your trust in full, and we appreciate your kind words regarding our Hollywood Roosevelt team. We hope to see you both again one day.

With regards,
Don Jacinto, Managing Director",0
Sharon G,4,,2021-10-31,NONE,2021-11-19,3,4 day stay in October,"My husband and I enjoyed our 4 day stay at the Hollywood Roosevelt last month. We booked a king suite in the Tower. It was nice having a separate bedroom area with a barn door to close. There was also a very small 1/2 bath in the living area. We joined the iPrefer loyalty program prior to our stay, since we frequently travel to LA and intended to stay at this hotel in the future. In the past 6 weeks, however, we have been unable to receive the loyalty points for our stay, despite several times being told by the front desk staff that our iPrefer number was on the reservation. We are clearly disappointed by this lack of customer service, and will think twice about staying at the hotel in the future.",,,4.0,4.0,4.0,,,A H,Other,2021-11-22,"Dear X3092ZPsharong,

While we are glad you both thoroughly enjoyed your stay and plan to return, we are sorry to learn that your iPrefer loyalty points have not yet been credited to your reservation. I would be happy to look into this for you personally, and invite you to reach out to me directly should you have any further trouble. We look forward to welcoming you back to Hollywood.

With regards, 
Don Jacinto, Managing Director
djacinto@hollywoodroosevelt.com",0
Kendra,4,,2021-11-30,BUSINESS,2021-11-17,5,"My Go-To Everytime I'm in LA! Great for families, couples, and biz travelers","I've stayed at The Hollywood Roosevelt a few times over the last few years and it just keeps getting better. From the room design to the incredible food across the hotel, this is the perfect place for couples, families or even business travelers.
- The ambiance and décor are fresh and fun while still paying homage to the property's historic roots.
- The fitness room is top notch, super clean, and open 24/7.
- It is so centrally located in the heart of Los Angeles with easy driving to Hollywood, Santa Monica, downtown, and even hiking and nature.
- The Room Service and Mini-bars are AWESOME. I love the selection of local, high-end liquors and wines.
I highly recommend The Hollywood Roosevelt for friends, families and business travelers! You can't go wrong here",,5.0,5.0,5.0,,,,A H,Other,2021-11-18,"Dear kendra,

What an honor to be your go-to whenever you are in LA! Thank you for sharing your kind words with us, and your loyalty means the world to us. As you noted, we take pride in our roots as a Hollywood institution while remaining relevant for our guests of today. Thank you for your feedback regarding our varied local offerings in our mini bars, and your recommendation to family and friends warms our hearts. Hurry back to see us again soon!

Warmly,
Don Jacinto, Managing Director",0
Ashley nj,1,,2021-10-31,NONE,2021-11-17,5,Amazing Experience,"This was the relaxation I needed. I work so much, I just needed a small oasis to breathe, and the Roosevelt was just what I wanted. Everything from room service to my room was perfect, and I'm excited to be going again in the very near future.",,,5.0,,5.0,,,A H,Other,2021-11-18,"Greetings ashley,

Amazing is what we love to hear! We are delighted we could provide the oasis you were seeking for some much-needed R&R, and we hope you will indeed make a habit out of joining us whenever you need a little pampering and self-care!

Until then,
Don Jacinto, Managing Director",0
Ron M,1,,2021-11-30,NONE,2021-11-15,5,Old Hollywood at its finest.,"Truly enjoyed our stay at the Hotel Roosevelt. The property and staff were excellent and we experienced some of the grandeur of old Hollywood.  Our cabana balcony room was quiet and comfortable.  The hotel is close to all of the glitzy tourist traps, walk of fame stars and museums in the area.  We enjoyed several restaurants that were within walking distance of the hotel.  Musso & Frank's Grill was great and we spent some time at Mel's, our go to for diner food. There is an IN n OUT Burger about 3 blocks away if you are interested.  Only had drinks at 25 degrees, the hotel's restaurant, but the burger's coming out looked very appetizing. There is a Target across the street that offers many items you may need or have forgotten.  They offer liquor, beer and mixers for those wishing to cut down on the bar bill. There are 7 11's and some local shops to meet most of your needs.  The coffee shop next to the hotel opens early and has snacks, beverages and a great staff. The Hotel Roosevelt was a memorable experience that we enjoyed immensely.","Balcony Cabana #230 was a pretty quiet room. Close to the pool action, but far enough away to minimize the party noise.",4.0,5.0,5.0,,,,A H,Other,2021-11-16,"Greetings Jaykamaron,

Thank you for embracing the essence of Old Hollywood with us! We're glad you stepped into 25 Degrees for drinks and that you found so many appealing dining options nearby. We hope you will be back for another stay in one of our iconic cabana rooms soon!

Best regards,
Don Jacinto, Managing Director",0
michael m,14,,2021-11-30,COUPLES,2021-11-14,5,"Amazing stay, free upgrades and very accommodating nice staff!","Stayed here for 3 nights when me and my partner came to get married. Mentioned it to the front desk and they upgraded us from the pool cabana room with balcony to the ground floor cabana room. Our first night they also delivered a free bottle of champagne that was worth $93! On our last night it was a bit slow and one of the maintenance managers decided to be nice and gave us a full tour of the hotel, including the roof, ballroom, the penthouse suite and the bar with bowling alley in it. Very nice staff that were accommodating and went out of their way to make us feel comfortable! Definitely would come back! Only thing I’d recommend is if you want a quiet room don’t get a cabana room, the pool area is very loud with music and people talking until 2am. If you don’t mind that then go for it! We were warned before checking in and didn’t mind it.",,,,,,,,A H,Other,2021-11-15,"Greetings Michael,

What a pleasure to find your detailed review and top score! Congratulations on your marriage, and it was an honor to play a role in your big event! We are glad you were able to get a tour of our historic hotel during your stay, and we invite you back to one of our cabana rooms any time! Until then!

Warmly,
Don Jacinto, Managing Director",10
kmmurray,127,"Coquitlam, Canada",2021-11-30,COUPLES,2021-11-11,4,Great location and lovely vibes!,"Such a cool hotel in the heart of Hollywood! We had a cabana room with a balcony and we loved it, overlooking the pool and Tropicana Lounge. Room is clean and has been updated, comfy bed, nice big shower. Only complaint is the slightly thin walls and hearing our neighbors coughing and sneezing all night. Staff was friendly and valet was a must! Great stay overall with walking distance to lots of food and attractions!","Stay on the cabana side, but beware loud music all hours!",,,,,,,A H,Other,2021-11-12,"Dear kmmurray,

We love hearing from guests who embrace our Hollywood vibe! Thank you for settling into your cabana room by the pool and Tropicana, and we are delighted to know our team made you feel like a star throughout your stay. We thank you for your feedback regarding noise from neighbors, and we hope to have you back with us one day soon to earn your five-star approval.

Warmly,
Don Jacinto, Managing Director",72
Londonlover123,6,,2021-11-30,COUPLES,2021-11-09,5,Classy and elegant.,"We got there a bit early. Cinda checked us in. She was so accommodating and helpful. She said she would call us when the room was ready. Instead, she hand delivered the keys to the pool. Above and beyond. Raoul at the Tropicana bar was also lovely. He made awesome drinks that made our poolside experience first rate.  The room is spacious and comfortable. You don’t have to be on the “A-list” to get treated that way at the Hollywood Roosevelt. It’s a little slice of class and graciousness on Hollywood Blvd.",,,,,,,,A H,Other,2021-11-10,"Dear Londonlover123,

What a delight to find your five-star review waiting for us! Cinda will be glad to know she set your stay off on the right course, and Raoul will smile knowing he accommodated you so well at the Tropicana. As you discovered, we treat all our guests like the VIPs they are, and we hope you will allow us to pamper you again on Hollywood Boulevard soon.

Warm regards,
Don Jacinto, Managing Director",0
Jami,1,"Portland, Oregon",2021-11-30,NONE,2021-11-06,1,Canceled my reservation for no good reason,"I made a reservation months ago and swimming in this pool was one of the main things I was excited about on this trip. Less than a week before I travel, I got an email saying my room and the pool won't be available for ""owner ship"" reasons. I don't know what that means, but it sounds like someone decided someone more important needed to stay in my room. Bummer.",Don&#39;t bother,1.0,1.0,1.0,,,,A H,Other,2021-11-08,"Dear 593jamid,

I apologize personally for our inability to uphold your reservation during your time in LA, and we would like to make this right. Should you be so inclined, please reach out to me at the address below so that I might be in touch. 

Kind regards,
Don Jacinto, Managing Director
djacinto@hollywoodroosevelt.com",1
Brittny B,10,,2021-10-31,FAMILY,2021-11-06,5,Stumbled into a Hollywood Treasure,"We didn't mean to stay the night we did. After leaving a late night concert my son and I decided to stay in the city. We arrived around 12:30 am and were promptly greeted by the valet. When we went inside the people at the front desk were helpful. We were hungry and were told the restaurant there would be closing soon so it became our next stop. 

The man at the restaurant was kind and efficient. It was nice to have just checked in and charge the order to our room. We ordered room service in the morning that was brought by that same man the night before. It was presented beautifully on tray and the steak and eggs were amazing!

We explored the hotel in the morning and my only regret is we didn't have more time there. We're planning to return and stay in different rooms cause we loved it so much. We want to spend time just hanging out here next stay. Walking out from the street entrance there's so much to do!

We met Robert near the street entrance and loved him. People like him add to this places' magic. He was kind and informative about the hotels history.

Overall, this hotel has amazing history, beautiful architecture, and wonderful employees in the heart of LA. We will be returning and would recommend The Roosevelt Hotel as part of your LA stay.",,,,,,,,A H,Other,2021-11-08,"Dear brittnya,

We are so glad you stumbled upon us! We are glad we could accommodate you and your son for a short visit, which you certainly seem to have made the most of! It was our pleasure to ensure you were well fed, and next time, we look forward to hosting you longer, so that you might enjoy our many other amenities. Until then!

Warmly,
Don Jacinto, Managing Director",0
Stacey P,1,,2021-11-30,SOLO,2021-11-03,5,My Home Away From Home,"The Hollywood Roosevelt with its rich history is by far my favorite place to stay. Everything here is amazing, the food, the service and especially the ambiance. I love relaxing by the pool with a cocktail. It is my favorite place to relax. I recently went to the lobby lounge for the first time this trip and again the service was impeccable. I would like some more food options, but the vibe is awesome. I mean who wouldn’t want to chill in this gorgeous lobby. I can not take a trip to Hollywood without stopping at the Roosevelt. The Roosevelt is the gem of Hollywood and I will never stop going there.",,,,,,,,A H,Other,2021-11-05,"Greetings SPR0321,

Thank you for making yourself at home with us in Hollywood! We love hearing from our loyal guests who appreciate our storied history and ambiance, and it is always a pleasure to serve you. Thank you for enjoying our lobby lounge as well as our Tropicana bar, and we await your next visit to LA!

Warm regards,
Don Jacinto, Managing Director",0
travelbug,15,"Seville, Spain",2021-04-30,FAMILY,2021-10-30,3,Hollywood Gem,"Historical building with lots of Hollywood treasures.  Wonderfully renovated!  Didn’t get to use bowling lane since it was closed, but looks nice!  Conveniently located across from old Mann’s Chinese Theater & Dolby Theater near Hollywood/Hyland.",,,,,,,,A H,Other,2021-11-01,"Dear mff22m2c,

Thank you for sharing your thoughts with us! We're glad to introduce you to our unique Hollywood history and charm, and we hope you will be back to enjoy our iconic bowling alley. Until then!

All the best, 
Don Jacinto, Managing Director",23
Will H,1,,2021-10-31,NONE,2021-10-18,5,The Celebrity Treatment in Hollywood,"On the pricier side, but worth every penny. Staff were all very professional and friendly. Valet and front desk staff were particularly excellent. The pool is beautiful and relaxing and the whole campus is clean and well-maintained. Our stay felt very Covid safe and we were treated to a bottle of champagne upon check-in for my birthday. Room service was high quality and quick. Our king loft suite was spacious and well furnished- very happy we chose a suite! Didn't have a view of Hollwood Blvd. but did feature a beautiful view of the pool, Hollywood High and DTLA. Room was quite and we never heard noise from neighboring rooms. Windows were openable as well which was nice. Really enjoyed our stay and would recommed to anyone looking to do some touristy things in LA. Don't feel like I need to try out other other hotels in LA, The Roosevelt is the spot!","Room 938 (King loft suite) had two bathrooms, one with a shower and one with a bath. The higher the floor, the quieter the room.",,5.0,5.0,,5.0,,A H,Other,2021-10-20,"Dear willhH7985OQ,

Thank you for sharing your detailed review and high praise with us! It was our pleasure to treat you to a slice of the celebrity life here in Hollywood, and we are glad you felt safe, relaxed, and secure throughout your stay. Your recommendation means the world to us, and we are glad you have found a home with us here in LA for future stays! Until next time!

Warm regards,
Don Jacinto, Managing Director",1
TravelUSA50,1,"Hollywood, California",2021-10-31,COUPLES,2021-10-17,5,The Perfect Hollywood Hotel!,"Close to everything Hollywood!  Grauman’s Chinese Theatre, Wax Museum, Walk of Fame and Dolby Theatre!  All across the street!  The whole Staff at the Roosevelt were fantastic!  Friendly, helpful and courteous.  The Roosevelt is full of the old history of Hollywood. The Roosevelt is expensive but don’t complain. Do your homework and enjoy!",,,,,,,,A H,Other,2021-10-18,"Greetings TravelUSA50,

We love that you fully embraced the experience of staying at an authentic Hollywood hotel! As you noted, we are close to all the sights, and our sense of history and our role in LA cannot be overstated. Thank you for doing your homework and discovering us! We hope your travels will bring you back to Hollywood one day.

With regards, 
Don Jacinto, Managing Director",0
Getaway243345,1,,2021-09-30,SOLO,2021-10-17,5,"Bill Paz, Secretary Supervisor","Sunday Sept 26, 21  it was Bill's last day at the Roosevelt, and when he heard there were a few of us that wanted a tour of the hotel, he was very gracious & charismatic to show us around, and he knew the history of the hotel  like the back of his hand.  In my opinion, The Roosevelt hotel has lost a very valuable employee.  Thank you Bill, may you have a very prosperous future.

Ruth Zeledon",,,,,,,,A H,Other,2021-10-18,"Dear Ruth,

We couldn't agree more: Bill's dedication to and knowledge of the Roosevelt's history will be missed! Thank you for joining us and we are so glad you were able to enjoy a tour on Bill's last day with us. We hope to host you again one day soon.

Warmly,
Don Jacinto, Managing Director",0
LynnieBinnie1970,21,"Seattle, Washington",2021-08-31,NONE,2021-10-13,5,"Stellar Service, Dream Trip","Everyone worked so hard o make a bucket list trip for me perfect. Kristin (Night Mgr) and Ty and Michael from the ft. desk worked service MAGIC to make sure my trip was all I dreamed of. They worked so hard, and cared so much. I stay in a lot of hotels, and I have never had such thoroughly amazing service in every department, and they tipped ME for being pleasant to deal with!
The poolside rooms are like a dream (though not for everyone, the party is going day and night), we loved all the food, and especially the pool side movie! The security is excellent as well. Don't miss this jewel!","Second floor at the pool, tower rooms are renovated and lovely",,5.0,,5.0,4.0,,A H,Other,2021-10-14,"Dear LynnieBinnie1970,

What a treat to find your high score and kind words waiting for us! We're honored to have helped curate your dream trip, and Kristin, Ty, and Michael will be honored to be remembered. We're glad to know you felt secure within our historic hotel at all times, and that you enjoyed the vibe at our cabana rooms by the pool. Join us again for another memorable stay soon!

All the best, 
Don Jacinto, Managing Director",17
Justin L,1,,2021-10-31,COUPLES,2021-10-12,5,Awesome,Tye and Richard were very accommodating right through the front doors! They upgraded our room and were quite friendly. Highly suggest trying the Hôllywood Roosevelt for your stay! Can’t wait to travel back and be greeted by Tye and Richard again!,,,,,,,,A H,Other,2021-10-13,"Dear JustinL3197,

It was our pleasure to upgrade you upon arrival, and we're glad to know Tye and Richard were able to make you feel right at home from the moment you stepped through our doors! Your recommendation means the world to us, and we already await your return!

Best,
Don Jacinto, Managing Director",0
Dorna D,1,,2021-10-31,BUSINESS,2021-10-12,5,Work,"Michale Ramirez , the manager was so great to us. He was very accommodating with my stay. I had to stay in the hotel for 20 days for work and he made my stay very satisfying. Very professional and attentive staff. I will definitely be going back because of the service that I received .",,,,,,,,A H,Other,2021-10-13,"Greetings dornad828,

It was a joy to have you with us for your extended stay, and we are glad our team could make you feel so at home. We await your next stay with us here in sunny Hollywood!

Warmly,
Don Jacinto, Managing Director",0
ebiday,9,"Denver, Colorado",2021-10-31,NONE,2021-10-11,5,Vintage Wedding,We just had the most wonderful wedding at the hotel. My daughter has always wanted to get married here. Her dreams came true. Part of her dream was to take wedding pictures on the roof. Jeff Hill made this happen. He fallowed through with us in every way. He meet us at the elevator and made sure all of our wedding party was able to to get to the roof safely. He is a TRUE PROFESSIONAL. Thank you for having such an amazing security professional help us on such a special day. JEFF HILL is the best and made us all feel safe !!!,,,,,,,,A H,Other,2021-10-12,"Greetings ebiday,

It was a joy to host your celebration, and we are delighted to know that Jeff was able to fulfill all your daughter's wishes for her special day. Photos on the roof sound absolutely perfect, and we will be sure to share your high praise with Jeff. He is indeed a consummate professional, and we hope to see your family back here with us again for another memorable stay. We are honored to be part of your family's story!

Sincerely,
Don Jacinto, Managing Director",0
AndHeresLilly,7,"Foster City, California",2021-10-31,FRIENDS,2021-10-11,5,Hollywood October Respite,"Every year we like to go to the local Halloween haunts and decided to stay near Universal Studios where we went to  Horror Night.  This was the first time at the hotel and soooo glad we stayed here.  The nostalgia and beauty of the hotel just added the right atmosphere of our adventure.  We asked for a tour of Marilyn Monroe’s suite she used to stay in and Gabby from the front desk accommodated our request.  Although we didn’t feel her presence at the moment we were in awe just to be in a room where such a beautiful person inside and out stayed.
EJ with maintenance was extremely helpful with information about the hotel including the Marilyn Monroe mirror by the stairs and the apt on the roof top where Johnny Grant, former honorary Mayor of Hollywood, used to live.
It was convenient having the dining choices from fine dining at Barish, 25 degrees cafe, pool side dining to room service, where the service was excellent.  The overall staff was very kind and helpful and truly dedicated to a wonderful customer experience.  
We will definitely return (Maybe visit Montgomery Cliff’s room and hear him playing his bugle)",,,,,,,,A H,Other,2021-10-12,"Dear AndHeresLilly,

We love the idea of combining a Roosevelt stay with an exploration of Hollywood haunts in October! We're glad Gaby could show you the Marilyn Monroe suite, as we always appreciate guests who embrace our history and elegance. We're glad you found all the dining options at your fingertips, and we already await your promised return. Perhaps an autumn stay at the Hollywood Roosevelt will become an annual tradition!

Kind regards,
Don Jacinto, Managing Director",2
DS,1,,2021-10-31,NONE,2021-10-10,5,"Historic, Classy, and Friendly!","The Hollywood Roosevelt is a must for anyone who loves historic buildings or who wants a taste of old Hollywood. It's a beautiful hotel. I love that they offer in-room dining, as well as have restaurants on site, and that they have activities you can participate in most days of the week. I also like that they text you about some activities, so you can reserve a spot if you're interested. But to me the best part was how friendly ALL of the staff were. The valet, the doormen, the receptionists, the housekeepers, the bartenders, and the dining staff-- EVERYONE was very warm and friendly from the moment I arrived to the moment I left. I will definitely try to return just for that reason.",,,5.0,,5.0,,5.0,A H,Other,2021-10-11,"Dear misgolightly,

Thank you for sharing your high praise with our dedicated team! As you discovered, our historic charm and ambiance is matched by our hospitality and service, and we're glad you felt so at home with us in Old Hollywood. We hope you will be back for another well-curated stay in LA soon.

Sincerely,
Don Jacinto, Managing Director",0
heather m,6,"Montreal, Canada",2021-10-31,SOLO,2021-10-10,5,The Roosevelt,Stayed at the Roosevelt like I have many times over the past 10 years. They never disappoint. From the great rooms to the great service. It’s located in the perfect part of LA. Everyone goes out of their way to make sure your visit runs smoothly and you’re looked after in every aspect.,,,,,,,,A H,Other,2021-10-11,"Hello heather m,

What a treat to find your high praise waiting for us! Your loyalty to our historic hotel does not go unnoticed, and your many returns to see us over the years is the highest compliment we could wish for. We await your next visit so we can once again treat you like Hollywood royalty!

Warm regards,
Don Jacinto, Managing Director",0
Brenda T,4,,2021-10-31,NONE,2021-10-09,5,A trip to classic Hollywood,"We had a quick overnight visit to the Hollywood Roosevelt so that we could go to a concert at the Hollywood Bowl.  It was everything that we wanted and needed for this little getaway!  Drinks and guacamole by the pool during the afternoon, an easy walk to the buses to take us up to the Bowl, and a lovely view after the concert on our balcony.  Everyone at the Roosevelt was so friendly and welcoming, the pool is absolutely gorgeous, and boy if these walls could talk, I could just imagine the movers and shakers of Hollywood making deals here.  Thank you to everyone!",,4.0,5.0,4.0,,,,A H,Other,2021-10-11,"Dear 438brendat,

Thank you for enjoying a taste of historic Hollywood with us. We agree we are the perfect complement to a night out at the Hollywood Bowl, and we're glad you settled in so nicely for your one-night stay. It sounds like the perfect 24 hours, and we hope you will remember us the next time you are in LA.

Until then,
Don Jacinto, Managing Director",3
