username,contributions,location,staydate,triptype,reviewdate,overallrating,revtitle,reviewtext,roomtip,value,service,sleepquality,locationrev,rooms,cleanliness,responder,responderposition,responsedate,response,helpful
marcus893,1,"Sydney, Australia",2021-11-30,BUSINESS,2021-11-25,4,Emblem Hotel Review - Marcus West,"I enjoyed my stay very much and particularly liked the ""beat"" feel to the rooms - great architecture and a lovely cool, relaxed but attentive vibe. The coffee from the cafe was first rate which made for a nice start to each day. The theatre district is appealing and there are some very good restaurants nearby to enjoy with solid uphill walks to aid with the digestion.",,5.0,5.0,5.0,5.0,5.0,5.0,McClinton Heil,General Manager,2021-11-26,Thank you marcus893 for your review.,0
Lauren C,6,"Los Angeles, California",2021-11-30,COUPLES,2021-11-24,5,OUR GO TO!!!,"We absolutely LOVE LOVE LOVE Hotel Emblem SF. This is our second time staying here and this will be our go to every time we come to town. We live in LA and come here often to visit family- I feel so happy we have found this place! It truly makes our family trips a million times less stressful. 

Emblem took a beautiful old building and turned into into a chic hotel that feels luxurious, yet does not take itself seriously. Right when you walk in, the front desk staff is an absolute dream. Both times, we had the pleasure of checking in with Fungai- who remembered us from our last visit. He is such a joyful, kindhearted soul and the exact type of person that you want greeting you upon arrival of a place you’re about to call home for a few days. You can tell how much he loves his job and his attention to the guest is above and beyond. His leadership with his staff shines through and they have cultivated an incredibly warm culture. 

My FAVORITE part of the hotel is their unconventional amenities list- tarot cards? Yes. Bath bombs? Duh. A type writer for poetry? Of course! They’re all free to use and check out and elevate the sense of fun and experience. 

I cannot recommend this hotel anymore highly. The location is central and you’re going to have such a wonderful time in this special city. Love you, Emblem!!!!! This is our new forever space.",,,,,,,,McClinton Heil,General Manager,2021-11-26,Thank you Lauren C for your amazing review. We look forward to having you back at Hotel Emblem. Please contact me directly so that I can oversee your stay. ,3
Kristy F,6,"Orlando, Florida",2021-11-30,NONE,2021-11-21,5,Great location!  Accommodations were wonderful.,"Fun and friendly accommodations.  Great location within walking distance to the trolley.  Restaurants, shops, and bars within walking distance.  I'm not sure if there are alternatives to the feather pillows as they seemed to shrink with any sort of weight, but other than the pillows, great stay!",,4.0,5.0,3.0,5.0,5.0,5.0,McClinton Heil,General Manager,2021-11-22,Thank you kurlykmf for your review. We do have additional foam pillows to provide you with on your next visit. Thank you again for staying with us. ,0
bri933,1,"Kansas City, Missouri",2021-11-30,NONE,2021-11-16,5,GREAT boutique hotel,"Great boutique hotel that had a lot of character. The rooms were larger than I expected. The staff was extremely friendly and accommodating. The hotel offers fun perks, like a fridge, yoga mats, cards against humanity, if you would like. The rooms were extra clean. The only thing that wasn't a 10/10 was the beds were a bit small to sleep 2 friends in, being a full, but they were extremely comfortable. Will stay again next time I visit San Francisco. ",,4.0,5.0,4.0,5.0,5.0,5.0,McClinton Heil,General Manager,2021-11-16,Thank you so much bri933 for your review. I hope you will return to Hotel Emblem soon!,0
clsurace,1,"Monterey, California",2021-11-30,NONE,2021-11-16,4,A Wonderful Stay,I booked a room semi-last minute for myself and a friend to celebrate her birthday.  The staff were incredible and hooked us up with some goodies!  The extra touches offered were really special and fun! We took advantage of their fall deal and it was totally worth it!  A solid boutique hotel experience!  ,,4.0,5.0,4.0,4.0,4.0,4.0,McClinton Heil,General Manager,2021-11-16,Thank you so much clsurace for your review. I hope you will return to Hotel Emblem soon!,0
nanjdavis,6,"Atlanta, Georgia",2021-11-30,FRIENDS,2021-11-15,5,Fantastic Hidden Gem!,"Such a wonderful boutique hotel with fabulous service, clean and comfortable accommodations.  Easy access to walk any where in the city. Train nearby as well. Gitanjali and Mark were helpful and accommodating managers. Be sure to ask for dinner recommendations!! Every meal was fabulous and the downstairs coffee shop superb!",,,,,,,,McClinton Heil,General Manager,2021-11-16,Thank you so much nanjdavis for your review and recognizing Gitanjali and Mark. I will definitely make sure to recognize them. I hope you return to Hotel Emblem soon!,0
Sammy K,2,"New York City, New York",2021-10-31,NONE,2021-11-10,5,Best Hotel in San Francisco because of the STAFF,"I initially planned on staying here for 1 or 2 nights, but ending up staying for 23 days because I didn't want to leave. I've lived in SF and staid in all the big name/more expensive hotels, but I'm convinced this is the best hotel in SF. The location is great, rooms nice, but most important is the charming, warm, accommodating and lovely staff. I travel for a living and have staid in many hotels across the world, but I've never met a better team at the front desk. They felt like they became my dear friends over the course of the stay, but friends who take care of your every need, recommend the best things to do in the city, and proactively think about how to be make your trip better. Just to name a few, Orion, Audra, Mark, Gitanjali, David and Fungai (believe I'm misspelling his name and that he's actually management and not front desk) are all exceptional. I can't way to go back to SF and stay with them again!",,,5.0,,5.0,5.0,,McClinton Heil,General Manager,2021-11-11,"Thank you SammyK554 for recognizing Orion, Audra, Mark, Gitanjali, David and Fungai on their hospitality. We can't wait for you to return to Hotel Emblem! ",0
Stace H,1,,2021-10-31,NONE,2021-11-10,5,2nd Time Back,"We stayed for one night in early September and made it a point to return to celebrate out 20th Anniversary in late October.  The Hotel's vibe is super cool without being pretentious. As an avid reader, the literary theme makes me very happy! The staff is welcoming and helpful.  Fungai's art tour of the space was enlightening and a special way to end our first stay.  The location can't be beaten, we walked everywhere.  Looking  forward to our next trip North, this will be our SF go to!",,,5.0,,,5.0,5.0,McClinton Heil,General Manager,2021-11-10,Thank you 1027stacyh for recognizing Fungai and sharing your feedback about Hotel Emblem. We definitely look forward to welcoming you back to Hotel Emblem. ,0
Cesar C,2,"Fort Lauderdale, Florida",2021-11-30,NONE,2021-11-09,5,SAN FRANCISCO GEM,"Hotel Emblem was the highlight of our trip, considering the unfortunate situation San Fran is dealing with presently.  It made our stay a pleasure!!  The design and aesthetic experience was amazing.  The music selection was perfect for the senses.",,5.0,5.0,5.0,5.0,5.0,5.0,McClinton Heil,General Manager,2021-11-09,Thank you cesar1172 for your positive review. I am so happy we were the highlight of the trip. Please let me know when you choose to return to Hotel Emblem. ,0
mjdrx,1,,2021-11-30,NONE,2021-11-09,5,"Great stay, even better location","Spent the night in the city for a DJ event, very much enjoyed our stay in an optimal location. Not necessarily a deal breaker but the rooms didn’t have a mini fridge, other than that I loved the room and even more so the shower! Do be prepared for a lot of the restaurants to no longer be available in the city, unfortunately due to Covid a lot of them have closed. ",,5.0,5.0,5.0,5.0,5.0,5.0,McClinton Heil,General Manager,2021-11-09,Thank you mjdrx for your response! Please let me know when you choose to return to the hotel so that I can personally oversee your stay. ,0
mmcd146,1,"San Francisco, California",2021-11-30,NONE,2021-11-09,5,Unique boutique hotel,"Loved everything about this hotel. Will definitely stay again. The staff is friendly, they have a list of amenities, you can ask fir books, tarot cards, typewriters, etc. The furniture is funky mix of velvet red couches, black and white tile bathrooms (excellent double shower head), cool artwork.",,5.0,5.0,5.0,5.0,5.0,5.0,McClinton Heil,General Manager,2021-11-09,Thank you mmcd146 for your 5 star review. We hope to see you  back here soon!,0
Kennazzy,1,"West Kelowna, Canada",2021-10-31,NONE,2021-11-08,5,Quintessential San Francisco Hotel,"This is the place to say if you are looking for a funky, comfortable, spotless hotel. The staff are super friendly and very accommodating, eager to share local dining and site seeing recommendations to make your stay a memorable one.   The cafe onsite has great coffee and delicious breakfast.  The hotel has a located just a half block away from a ride on the iconic cable car line on Powell street. ",,5.0,5.0,5.0,5.0,5.0,5.0,McClinton Heil,General Manager,2021-11-08,"Thank you Kennazzy for your review. We appreciate you sharing your feedback with the TripAdvisor community. We hope to welcome you back soon,.",0
Lindsay P,1,,2021-11-30,NONE,2021-11-08,5,Wonderful Boutique Hotel!,"I've stayed at several boutique hotels in San Francisco and this by far was the best experience all around! Although the building is older, everything top to bottom has been thoughtfully designed and renovated. The lobby is beautiful to lounge in and the coffee shop adjacent was a huge plus. The rooms are smaller which is common in these types of hotels but very thoughtfully designed. We stayed on the second floor which was very convenient as there are stairs located right next to the elevator. 

Location is amazing but I will say my favorite part of the stay was the service. Mark at the front desk is an absolute rockstar! He set the relaxed and comfortable tone from the moment we arrived, he was incredibly thoughtful and helpful during our stay. I noticed the time and attention he took with all the guests and was really blown away by his genuine interest in ensuring we all had the best possible experience. So grateful we found this hotel! This is the only one we will stay at moving forward, can't wait to be back!",2nd floor is ideal so you don&#39;t have to wait for the elevator!,,5.0,,5.0,,,McClinton Heil,General Manager,2021-11-08,Thank you so much Lindsaytraveler34526 for your review and recognizing Mark. I will definitely make sure to recognize him. I hope you return to Hotel Emblem soon!,0
Karynne C,1,,2021-11-30,FAMILY,2021-11-07,5,"Great people, great service","My mother and I booked a mystery trip for my 25th birthday. I have never been to San Francisco so I had no idea what I was walking into. Walking in, we were greeted with Orien and his wife. We were offered complementary cocktails. What a way to get off a long flight!! When asked about great food places, things to see, and how the city was, they knew everything we asked about. Being tourists, we were a little nervous going into a new city but they made us feel so welcome. They knew the city and helped us feel a little less nervous of walking around a concrete jungle. After some exploring, we decided to come back before dinner and have a cocktail to unwind and relax before continuing on our journey. Audra made our drinks for us and asked questions about us. Where we’re we from, what were we doing, etc. She was so polite and welcoming! Where do they find this staff?? We need more people like them in this world. After having a lot of laughs, and a couple great tasting drinks we ventured off to our next destination. The next night we were greeted with Audra again. She made us feel welcomed once again and laughed with us. She asked about what sites we had seen and gave us her opinion on things she had seen. We are so sad to be leaving but so happy to have found a wonderful hotel with amazing staff to experience while visiting a new city.",,,,,,,,McClinton Heil,General Manager,2021-11-08,Thank you DeriveWolfBite for your amazing review. We are so lucky to have an incredible staff especially Orion and Audra. I will definitely make sure to share your comments with them. I truly appreciate you taking the time to share your experience with the TripAdvisor community. We look forward to welcoming you back in the near future. ,0
jrasmussen2021,1,,2021-10-31,BUSINESS,2021-11-05,4,Good Hotel,"Stayed here for 2 nights, Nice hotel, very solid coffee shop, good location and great staff. small room. Staff was very pleasant at the front desk. Hotel is a standard old hotel that has been renovated. Nice Aesthetics, not much for amenities.",,3.0,5.0,4.0,4.0,3.0,3.0,McClinton Heil,General Manager,2021-11-05,Thank you jrasmussen2021 for your review. I am sorry to hear that you did not take advantage of the 25 amenities we have to offer under the unorthodox amenity list in your room that are included with the urban amenity fee. We hope you will have a chance to revisit and experience those amenities in the future. ,0
lorim52,31,"Huntington Beach, California",2021-11-30,SOLO,2021-11-04,5,Hotel Emblem,"The usual hotel that we use when we visit family in San Francisco was booked and we like smaller boutique hotels. After much research on TripAdvisor we decided on the Emblem, so glad we did. Smaller rooms but well appointed nice bathroom very comfortable bed, the only problem the elevator was out one day. We chose to valet park which worked out quite well the car was always available very promptly. Special thanks to Mark, Audra and Orayn. they always greeted us when we came in and out,  helpful with recommendations. They made the experience great and this is the reason we choose small boutique hotels!  We definitely will be using the Emblem as our new go to hotel when visiting San Francisco.",,,,,,,,McClinton Heil,General Manager,2021-11-05,"Thank you so much lorim52 for your review and recognizing Mark, Audra and Orion. I will definitely make sure to recognize them. We are so excited to welcome you back in the near future. ",6
Tyler V,1,,2021-10-31,BUSINESS,2021-11-03,5,Great hotel,Great hotel in San Fran. Walking distance to a lot and rooms are nice and lots of good touches overall. Checkin and out was easy overall. Parking was a little expensive but worth it for the area. Bar also was a little expensive. 13.50 for a beer and the front desk told me they were open til 930 and when i arrived at 830 I was almost denied a beverage as they were closing up shop. The bartender served me a beer but was not super happy about it and I felt rushed. Over all though i would recommend this hotel and would stay again!,,4.0,5.0,5.0,5.0,5.0,5.0,McClinton Heil,General Manager,2021-11-04,Thank you Tyler V for your 5 star review. Please let me know personally when you choose to return. ,1
JP,1,"Benicia, California",2021-10-31,FAMILY,2021-11-02,5,Audra is amazing + Hotel Emblem is beautiful,"If you’re looking for a hotel with character, this is it! Beautiful hotel in every detail, including the employees. Audra was friendly, super warm and welcoming. We typically try to stay at different hotels in San Francisco once, but we’ll definitely come back for this one!",,,,,,,,McClinton Heil,General Manager,2021-11-02,Thank you Guide56050159553 for your 5 star review. Audra is a Rockstar and I will definitely recognize her! We look forward to welcoming you back to Hotel Emblem soon! ,0
Schein G,1,,2021-11-30,COUPLES,2021-11-01,5,Boutique hotel in the heart of SF,Audra welcomed us with a cocktail and was super accommodating of our early arrival. Rooms are homages to beat poets the vibe is hip and modern. Rooms are clean and they offer “unorthodox amenities” such as cards against humanity.,,,,,,,,McClinton Heil,General Manager,2021-11-02,Thank you scheing2021 for your amazing review. I will definitely make sure to recognize Audra! We look forward to welcoming you back to Hotel Emblem soon! ,1
huneven,1,"Altadena, California",2021-10-31,BUSINESS,2021-10-31,5,Comfortable and Friendly,"The Emblem staff were very good natured and helpful in every interaction, from welcoming me to sending a tea kettle, to suggesting good restaurants. The room was simple, but very comfortable, a lovely place to hole up in the rain.  I got an excellent night's sleep.  This is not a super luxury hotel--but it is a very comfortable one, with a good sense of humor and some history.",,5.0,5.0,5.0,5.0,4.0,5.0,McClinton Heil,General Manager,2021-10-31,"Thank you huneven for your 5 star review. I will definitely make sure to share your feedback with the team. I hope you have an amazing week!
",1
John K,4,"Lutsen, Minnesota",2021-10-31,NONE,2021-10-29,5,"Great staff, cool vibe!","Hotel was quirky and cool with a great lobby area and tons of style.  The room was nice and so was the bathroom.  The best part of the stay was the staff.  Everyone remembered us, communicated super well and went out of their way to make sure everything was perfect.  The typewriters are cool touch too.

Thank you so much for a great stay!  We'll be back!",,5.0,5.0,5.0,5.0,5.0,5.0,McClinton Heil,General Manager,2021-10-29,Thank you johnnyk4787 for your 5 star review. We look forward to having you stay with us again!,1
t22taylor,1,,2021-10-31,NONE,2021-10-28,5,Excellent Service and all around experience,I would recommend this hotel to friends and I don't take that lightly. Great staff and helpful even at 5am since I'm from the east coast. Tons of different places to eat within walking distance. Easy to get on the trolley as well,,4.0,5.0,5.0,5.0,5.0,5.0,McClinton Heil,General Manager,2021-10-29,Thank you t22taylor for your review! We appreciate your review and look forward to your return visit at Hotel Emblem!,1
Katy C,2,,2021-10-31,NONE,2021-10-28,5,Honeymoon Stay,"My fiancé and I stayed three nights in San Fransisco for our honeymoon before heading toward Yosemite to finish out our trip. We stayed at a hidden gem, Hotel Emblem, on the recommendation from a friend. Hotel Emblem was probably one of the most unique and intriguing places I have ever stayed. Upon arrival we were immediately greeted by the General Manager of the hotel who gave us local recommendations, a great room, and a list of the hotel's unique amenities (which we thought was awesome) including a typewriter that we had a blast using. The hotel was conveniently located right in the heart of San Fran, close to cable care and rail transportation. Overall, I would absolutely recommend this hotel for anyone looking for a unique and special getaway in the city. We had an amazing time!",,5.0,5.0,,,,5.0,McClinton Heil,General Manager,2021-10-29,Thank you Katcom_244 for your review! We are delighted that you had a fantastic stay with us. We appreciate your review and look forward to your return visit at Hotel Emblem!,1
KS,2,,2021-10-31,NONE,2021-10-28,5,"Wonderful hotel, highly recommend","The cleanliness and decor of the hotel were great. The staff was even greater. Each person we met was super friendly and had great conversation with my chatty husband (especially Mark!). Rooms were small but it's an old building boutique hotel, and so little time is spent in the room anyway. They were even willing to upgrade us to a king room halfway through our stay since there were initially only queen rooms available. The location is fantastic and all the neighborhoods were in such walkable distance.","Rooms seem small since it is a boutique hotel; so if that&#39;s important to you, then maybe request a room based on square footage.",,5.0,,5.0,5.0,,McClinton Heil,General Manager,2021-10-28,Thank you kseid208 for your positive review! I will definitely recognize Mark today. Please let me know when you choose to return to Hotel Emblem. ,0
davidfalsetti,6,New York,2021-10-31,BUSINESS,2021-10-27,5,Was a great stay!  Really liked Emblem.,"Was in town for 7 days for work and decided to stay at the Emblem at the recommendation of a colleague.  It was a wonderful stay.  Really enjoyed the room, the location and the staff was very professional, friendly and accommodating.  Will stay there again on my next work trip!",,5.0,5.0,5.0,5.0,5.0,5.0,McClinton Heil,General Manager,2021-10-28,Thank you Dave F for your 5 star review. We look forward to having you stay with us again!,1
koddemarianne,1,"Old Greenwich, Connecticut",2021-10-31,NONE,2021-10-26,5,Lovely little gem,"It’s hard to find a cozy personal smaller, yet safe and not overpriced  hotel in the heart of San Francisco. This hotel is a gem. Highly recommend. I stayed there with my daughter and had the best time. ",,5.0,5.0,5.0,5.0,5.0,5.0,McClinton Heil,General Manager,2021-10-27,Thank you koddemarianne for your feedback! We are really looking forward for your return to Hotel Emblem. ,0
Tdstein,10,"Rogers, Arkansas",2021-10-31,NONE,2021-10-25,5,San Francisco Trip 2021,"Hotel Emblem was fantastic!!!  I would definitely stay there again.  We had a great time experiencing San Francisco. We saw all the tourist sights of the city - Fisherman's Wharf, Ghirardelli Square, Cable Cars, Lombard Street, etc. We were centrally located to Union Square, China Town and the financial district. ",,5.0,5.0,5.0,5.0,5.0,5.0,McClinton Heil,General Manager,2021-10-26,Thank you Tdstein for your 5 star review. We look forward to welcoming you back to Hotel Emblem in the future. ,16
Eberu,1,"Laval, Canada",2021-10-31,NONE,2021-10-25,5,Amazing service,"Fungai, Audra and Orion at reception gave us amazing service and attention.
Room was super clean.
Elevator are small and you can hear a tiny bit of the other rooms but when i learned that this building is one of the oldest in SF, it was more cool and special than not.
I would definitely stay there again.
Thanks!",,5.0,5.0,,,4.0,,McClinton Heil,General Manager,2021-10-25,"Thank you Dontknowwhatusername for recognizing Fungai, Audra and Orion on their hospitality. We can't wait for you to return to Hotel Emblem. ",0
gregory32389,1,"Indianapolis, Indiana",2021-10-31,NONE,2021-10-24,4,Be wary of the Unorthodox Fee,Good location and nice room. The Hot water knob wasn’t working properly in the bathroom but it was easy to maneuver around. The biggest issue is the unorthodox amenities fee. It includes Wi-Fi so if you’re using the wi-fi know that it costs about $30/night and is no better than a Hampton Inn’s wi-fi. ,,3.0,5.0,3.0,5.0,4.0,5.0,McClinton Heil,General Manager,2021-10-25,Thank you gregory32389 for your review. We have over 25 items listed for our unorthodox amenities that our guest consistently comment on and enjoy throughout their stay. I am sorry if you weren't able to enjoy all of them.,0
scfyates,2,"Washington DC, District of Columbia",2021-10-31,NONE,2021-10-21,5,Fantastic Service!,The staff at Hotel Emblem could not possibly be more responsive or helpful - making our special occasion even MORE special and going well out of their way to do it. We're so grateful. Can't wait to come back!,,,5.0,,,5.0,5.0,McClinton Heil,General Manager,2021-10-21,Thank you scfyates for your 5 star response! We look forward to welcoming you back to Hotel Emblem.,1
Zarielle W,3,"New York City, New York",2021-10-31,SOLO,2021-10-20,5,San Fran Sleep Therapy,"What a phenomenal experience at this hotel!  The manager and staff were extremely attentive making me feel like royalty. They upgraded my hotel room for my birthday and help arrange for my boyfriend to send flowers. The room was clean, comfortable and spacious with an outpouring of sunlight. The book placed in my room were ideal to my taste in literature.  Loved the white noise machine and essential oil diffuser. The robe and slippers were the icing on the cake. I opted to stay in for the night and don’t regret it at all. The hotel Staff remembering my name and being very friendly really made this stay more personable.",,,,,,,,McClinton Heil,General Manager,2021-10-20,Thank you zariellew for your review! We are delighted that you had a fantastic stay with us. We appreciate your review and look forward to your return visit at Hotel Emblem!,0
Cindy W,662,"New York City, New York",2021-10-31,COUPLES,2021-10-16,4,Beautiful hotel...but not a lot more to offer,"We were super excited to stay at this beautiful hotel to celebrate our anniversary! Check-in was fast and friendly. But they did not know anything about the meter parking situation across the street. Turns out, you could park for free after 7 pm on Saturday, all the way until Monday. So that’s exactly what we did to save the $55 valet parking.

The front desk was about to charge us the amenity fee until I reminded her that the fee was waived for Expedia VIP. Good thing it was waived because we were hardly in the room…only came back to sleep for 6 hours as we were in town to visit friends. Furthermore, they ran out of the bath bombs and the coloring book (the only two things we wanted), so make sure you request for those as you check in.

Now comes the room, we asked for a room on a higher floor but the front desk told us the view is better for the one that was assigned (3rd floor), but we were pretty disappointed when we got in because there was absolutely no views at all. The room also felt really dark. But it was beautiful decorated and the bathroom was very comfortable.

We also were surprised that we didn’t get any special treat from the hotel for our anniversary celebration. The Chancellor hotel that we stayed at 2 days later gave us a bottle of champagne! 

Overall, it was a beautiful hotel and a convenient location to stay at. But for the price, you can probably get a better value elsewhere.",Park at the meters across the street on weekends,,,,,,,McClinton Heil,General Manager,2021-10-18,"Hi cindywZ7464ME, I am sorry the hotel did not live up to your expectations. We appreciate you taking the time to share your feedback. ",276
Robert F,1,,2021-10-31,NONE,2021-10-15,5,Honeymoon,"We loved our experience at the Hotel Emblem. Located walking distance to shopping area (mall and outdoor retailers), Chinatown and a 30m walk to Fisherman's Wharf or Giant Stadium. Our room was very clean and had all the amenities we needed. Bed was exceptionally comfortable. The hotel manager (McClinton) and his staff were beyond helpful and courtesy. We had never been to San Fran and McClinton and his team helped us get oriented and provide great recommendations for sites to visit.","Standard room located on the top floor (7th), we sometimes heard street noise but since they are downtown, it gets quiet after 8pm.",,5.0,5.0,5.0,,,McClinton Heil,General Manager,2021-10-15,Thank you V1076CIrobertf for your response! Please let me know when you choose to return to the hotel so that I can personally oversee your stay. ,0
Myra Jade C,1,,2021-10-31,COUPLES,2021-10-14,5,Amazing SF Hotel Experience!,This was a really nice and clean hotel. It was the perfect couples getaway in the city. Great location - walking distance to a lot of shops and restaurants.  Staff was very friendly and accommodating. We will definitely be coming back in the future!,,,,,,,,McClinton Heil,General Manager,2021-10-14,Thank you Myra Jade C for your review!  We're so happy to hear that you enjoyed everything at Hotel Emblem.  We look forward to hopefully seeing you again soon!,0
Sean D,1,"Honolulu, Hawaii",2021-10-31,NONE,2021-10-13,5,Union Square boutique,"This was a first time visit to this Viceroy hotel where we've had great experiences prior.  This union square boutique hotel is served by an awesome staff and very capable GM who is personable and professional.   Overall a great vibe to the property with a great lobby/bar layout and cool features like after hours bar cart, off lobby coffee bar, quick valet service and close proximity to many other theater district venues.",,4.0,5.0,5.0,4.0,5.0,5.0,McClinton Heil,General Manager,2021-10-13,Thank you Sean D for your 5 star review! We look forward to having you stay with us again!,0
Scott B,622,"Arlington, Virginia",2021-09-30,NONE,2021-10-13,4,Nice Hotel in a Great Location,"We stayed at the Emblem during a three-day visit to San Francisco.  We liked the hotel--it's stylish and comfortable. And, as many of the reviews point out, it's centrally located, so you can walk to a lot of what you want to see.  I'd also add that the staff was friendly and helpful throughout our stay.

My only complaint is that the bathroom was lit only by a light within the mirror itself.  This made the shower fairly dark.",,,5.0,4.0,,4.0,,McClinton Heil,General Manager,2021-10-13,Thank you ScottB715 for your response. ,209
Katie M,24,"Sarasota, Florida",2021-10-31,SOLO,2021-10-13,5,Great location and trendy,Just stayed at the emblem hotel on a solo trip to San Fran. I loved how centrally located it was to everything. I walked everywhere while I was there. It’s also super cute decor and has a great little bar and coffee shop downstairs and large spacious room. Highly recommend.!,,,,,,,,McClinton Heil,General Manager,2021-10-13,Thank you Katiemarie1231 for your review!  I am pleased to hear you enjoyed the hotel amenities and our location in San Francisco. We look forward to your future stay at Hotel Emblem.,5
